stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,treatment_number,thin_lvl,burn_szn,notes
1672,9,5/20/2021,3,PIEC,17.5,I,Pinus echinata,shortleaf pine,pyrophyte,2,high,,
1673,9,5/20/2021,3,LIST,14.7,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1674,9,5/20/2021,3,QUNI,16,I,Quercus nigra,water oak,mesophyte,2,high,,
1675,9,5/20/2021,E,PIEC,30.5,C,Pinus echinata,shortleaf pine,pyrophyte,2,high,,
1676,9,5/20/2021,E,PITA,31.3,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1677,9,5/20/2021,E,LIST,20.6,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1678,9,5/20/2021,3,PITA,38.7,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1679,9,5/20/2021,E,QUNI,8.3,I,Quercus nigra,water oak,mesophyte,2,high,,
1680,9,5/20/2021,3,ACRU,9.8,I,Acer rubrum,red maple,mesophyte,2,high,,
1681,9,5/20/2021,3,LIST,16.7,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1682,9,5/20/2021,3,NYSY,1.9,S,Nyssa sylvatica,black gum,mesophyte,2,high,,
1683,9,5/20/2021,E,PITA,31.5,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1684,9,5/20/2021,3,QUNI,8.6,I,Quercus nigra,water oak,mesophyte,2,high,,
1685,9,5/20/2021,3,LIST,5.6,S,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1686,9,5/20/2021,3,PITA,24.7,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1687,9,5/20/2021,3,JUVI,12.4,S,Juniperus virginiana,eastern red cedar,mesophyte,2,high,,
1688,9,5/20/2021,3,LIST,6.5,S,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1689,9,5/20/2021,3,PITA,21.6,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1690,9,5/20/2021,3,QUAL,13.2,I,Quercus alba,white oak,pyrophyte,2,high,,
1691,9,5/20/2021,3,ACRU,27.4,I,Acer rubrum,red maple,mesophyte,2,high,,
1692,9,5/20/2021,3,NYSY,7.9,S,Nyssa sylvatica,black gum,mesophyte,2,high,,
1693,9,5/20/2021,E,QUNI,31.9,C,Quercus nigra,water oak,mesophyte,2,high,,
1694,9,5/20/2021,E,LIST,18.1,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1695,9,5/20/2021,FB,PITA,36.4,C,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1696,9,5/20/2021,FB,PRUNUS,6,S,Prunus sp.,cherry,intermediate,2,high,,
1697,9,5/20/2021,FB,LIST,10.7,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1698,9,5/20/2021,FB,PIEC,32,C,Pinus echinata,shortleaf pine,pyrophyte,2,high,,
1699,9,5/20/2021,4,LIST,4.8,S,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1700,9,5/20/2021,4,ACRU,11,I,Acer rubrum,red maple,mesophyte,2,high,,
1701,9,5/20/2021,4,ACRU,9.2,I,Acer rubrum,red maple,mesophyte,2,high,,
1702,9,5/20/2021,4,ACRU,16,S,Acer rubrum,red maple,mesophyte,2,high,,
1703,9,5/20/2021,4,LIST,10,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1704,9,5/20/2021,4,LIST,11.6,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1705,9,5/20/2021,4,QUNI,26.7,C,Quercus nigra,water oak,mesophyte,2,high,,
1706,9,5/20/2021,E,QUNI,29.7,C,Quercus nigra,water oak,mesophyte,2,high,,
1707,9,5/20/2021,4,LIST,6.5,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1708,9,5/20/2021,4,LIST,5.5,S,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1709,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1710,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1711,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1712,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1713,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1714,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1715,9,5/20/2021,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1716,9,5/20/2021,4,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1717,9,5/20/2021,4,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1718,9,5/20/2021,4,LIST,4.5,S,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1719,9,5/20/2021,4,LIST,19.7,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1720,9,5/20/2021,4,QUNI,13.4,I,Quercus nigra,water oak,mesophyte,2,high,,
1721,9,5/20/2021,4,PRUNUS,9.6,I,Prunus sp.,cherry,intermediate,2,high,,
1722,9,5/20/2021,4,QUNI,33.3,C,Quercus nigra,water oak,mesophyte,2,high,,
1723,9,5/20/2021,4,LIST,12.3,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1724,9,5/20/2021,4,ULAL,6.6,S,Ulmus alata,winged elm,mesophyte,2,high,,
1725,9,5/20/2021,E,CARYA,8.8,I,Carya sp.,hickory,intermediate,2,high,,
1726,9,5/20/2021,4,PITA,15.4,S,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1727,9,5/20/2021,4,ULAL,6,S,Ulmus alata,winged elm,mesophyte,2,high,,
1728,9,5/20/2021,4,VACCI,5.5,S,Vaccinium sp.,blueberry,mesophyte,2,high,,
1729,9,5/20/2021,E,CARYA,34.4,C,Carya sp.,hickory,intermediate,2,high,,
1730,9,5/20/2021,E,ACRU,20,C,Acer rubrum,red maple,mesophyte,2,high,,
1731,9,5/20/2021,4,LIST,20.1,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1732,9,5/20/2021,4,PITA,61,D,Pinus taeda,loblolly pine,pyrophyte,2,high,,
1733,9,5/20/2021,4,NYSY,3,S,Nyssa sylvatica,black gum,mesophyte,2,high,,
1734,9,5/20/2021,4,LIST,18.9,I,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1735,9,5/20/2021,4,PRUNUS,9.5,I,Prunus sp.,cherry,intermediate,2,high,,
1736,9,5/20/2021,FB,LIST,24,C,Liquidambar styraciflua,sweetgum,mesophyte,2,high,,
1737,9,5/20/2021,FB,ACRU,13.5,I,Acer rubrum,red maple,mesophyte,2,high,,
1738,9,5/20/2021,FB,ACRU,9.5,I,Acer rubrum,red maple,mesophyte,2,high,,
1739,9,5/20/2021,FB,ACRU,5.6,S,Acer rubrum,red maple,mesophyte,2,high,,
1740,9,5/20/2021,FB,ACRU,10.5,I,Acer rubrum,red maple,mesophyte,2,high,,
1741,10,5/21/2021,1,NYSY,6.4,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1742,10,5/21/2021,1,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1743,10,5/21/2021,1,NYSY,3.6,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1744,10,5/21/2021,1,NYSY,2.6,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1745,10,5/21/2021,1,QUNI,9.6,I,Quercus nigra,water oak,mesophyte,1,control,,
1746,10,5/21/2021,1,NYSY,3.7,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1747,10,5/21/2021,1,PITA,12.2,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1748,10,5/21/2021,1,VACCI,4.5,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1749,10,5/21/2021,1,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1750,10,5/21/2021,1,LIST,2.6,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1751,10,5/21/2021,1,LIST,9.5,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1752,10,5/21/2021,1,LIST,21,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1753,10,5/21/2021,1,PITA,15.7,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1754,10,5/21/2021,E,PITA,39.3,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1755,10,5/21/2021,E,PIEC,15.4,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1756,10,5/21/2021,1,PITA,48.1,D,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1757,10,5/21/2021,1,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1758,10,5/21/2021,1,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1759,10,5/21/2021,1,NYSY,2.9,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1760,10,5/21/2021,1,PRUNUS,6.1,S,Prunus sp.,cherry,intermediate,1,control,,
1761,10,5/21/2021,1,PITA,41.3,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1762,10,5/21/2021,1,LIST,1.6,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1763,10,5/21/2021,1,ILOP,1,S,Ilex opaca,American holly,mesophyte,1,control,,
1764,10,5/21/2021,1,NYSY,2.8,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1765,10,5/21/2021,1,NYSY,2.7,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1766,10,5/21/2021,1,LIST,15,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1767,10,5/21/2021,1,PITA,39.5,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1768,10,5/21/2021,1,LIST,13.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1769,10,5/21/2021,1,LITU,13.9,I,Liquidambar styraciflua,tulip poplar,mesophyte,1,control,,
1770,10,5/21/2021,1,NYSY,2.4,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1771,10,5/21/2021,1,LIST,10.9,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1772,10,5/21/2021,1,LIST,4.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1773,10,5/21/2021,1,FAGR,6,S,Fagus grandifolia,American beech,mesophyte,1,control,,
1774,10,5/21/2021,1,FAGR,10.7,I,Fagus grandifolia,American beech,mesophyte,1,control,,
1775,10,5/21/2021,E,QUFA,8.6,I,Quercus falcata,southern red oak,pyrophyte,1,control,,
1776,10,5/21/2021,1,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1777,10,5/21/2021,1,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1778,10,5/21/2021,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1779,10,5/21/2021,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1780,10,5/21/2021,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1781,10,5/21/2021,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1782,10,5/21/2021,1,LIST,16.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1783,10,5/21/2021,1,QUNI,9.3,I,Quercus nigra,water oak,mesophyte,1,control,,
1784,10,5/21/2021,1,PIEC,28.2,C,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1785,10,5/21/2021,1,COFL,1.5,S,Cornus florida,dogwood,mesophyte,1,control,,
1786,10,5/21/2021,1,NYSY,2.5,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1787,10,5/21/2021,1,NYSY,4.3,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1788,10,5/21/2021,1,PITA,24.7,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1789,10,5/21/2021,1,QUNI,6,S,Quercus nigra,water oak,mesophyte,1,control,,
1790,10,5/21/2021,1,LIST,12.6,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1791,10,5/21/2021,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1792,10,5/21/2021,1,LIST,5.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1793,10,5/21/2021,1,NYSY,4.7,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1794,10,5/21/2021,1,LIST,4.2,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1795,10,5/21/2021,1,PITA,41.6,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1796,10,5/21/2021,1,QUNI,5.1,I,Quercus nigra,water oak,mesophyte,1,control,,
1797,10,5/21/2021,1,QUNI,4.5,S,Quercus nigra,water oak,mesophyte,1,control,,
1798,10,5/21/2021,1,LIST,15.4,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1799,10,5/21/2021,1,QUNI,3.5,S,Quercus nigra,water oak,mesophyte,1,control,,
1800,10,5/21/2021,1,QUNI,17.7,C,Quercus nigra,water oak,mesophyte,1,control,,
1801,10,5/21/2021,E,QUAL,3.6,S,Quercus alba,white oak,pyrophyte,1,control,,
1802,10,5/21/2021,E,QUFA,30.2,C,Quercus falcata,southern red oak,pyrophyte,1,control,,
1803,10,5/21/2021,E,FAGR,11.7,C,Fagus grandifolia,American beech,mesophyte,1,control,,
1804,10,5/21/2021,1,QUAL,3,S,Quercus alba,white oak,pyrophyte,1,control,,
1805,10,5/21/2021,1,QUAL,7.4,I,Quercus alba,white oak,pyrophyte,1,control,,
1806,10,5/21/2021,1,QUNI,6.8,I,Quercus nigra,water oak,mesophyte,1,control,,
1807,10,5/21/2021,E,PITA,44.6,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1808,10,5/21/2021,1,LIST,8.1,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1809,10,5/21/2021,1,QUNI,7.1,I,Quercus nigra,water oak,mesophyte,1,control,,
1810,10,5/21/2021,1,QUAL,3.5,S,Quercus alba,white oak,pyrophyte,1,control,,
1811,10,5/21/2021,1,QUNI,3.2,S,Quercus nigra,water oak,mesophyte,1,control,,
1812,10,5/21/2021,1,QUNI,6.3,I,Quercus nigra,water oak,mesophyte,1,control,,
1813,10,5/21/2021,1,NYSY,4.4,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1814,10,5/21/2021,1,LIST,6.6,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1815,10,5/21/2021,1,LIST,18.9,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1816,10,5/21/2021,E,PIEC,16.3,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1817,10,5/21/2021,FB,NYSY,14.6,I,Nyssa sylvatica,black gum,mesophyte,1,control,,
1818,10,5/21/2021,FB,NYSY,5,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1819,10,5/21/2021,FB,PITA,7.4,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1820,10,5/21/2021,FB,LIST,9.2,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1821,10,5/21/2021,FB,PITA,14.1,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1822,10,5/21/2021,FB,QUNI,3.5,S,Quercus nigra,water oak,mesophyte,1,control,,
1823,10,5/21/2021,2,QUNI,6.5,I,Quercus nigra,water oak,mesophyte,1,control,,
1824,10,5/21/2021,2,LIST,1.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1825,10,5/21/2021,2,LIST,12,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1826,10,5/21/2021,2,PITA,15,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1827,10,5/21/2021,2,LIST,18.1,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1828,10,5/21/2021,2,QUNI,27,C,Quercus nigra,water oak,mesophyte,1,control,,
1829,10,5/21/2021,2,DIVI,1,S,Diospyros virginiana,persimmon,intermediate,1,control,,
1830,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1831,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1832,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1833,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1834,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1835,10,5/21/2021,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1836,10,5/21/2021,2,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1837,10,5/21/2021,2,PIEC,21.9,C,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1838,10,5/21/2021,2,PITA,6.7,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1839,10,5/21/2021,2,LIST,12.7,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1840,10,5/21/2021,2,NYSY,6.7,I,Nyssa sylvatica,black gum,mesophyte,1,control,,
1841,10,5/21/2021,2,PIEC,9,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1842,10,5/21/2021,2,QUNI,6.5,I,Quercus nigra,water oak,mesophyte,1,control,,
1843,10,5/21/2021,2,PITA,7,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1844,10,5/21/2021,2,LIST,22.2,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1845,10,5/21/2021,2,LIST,16.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1846,10,5/21/2021,2,PIEC,10,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1847,10,5/21/2021,2,PIEC,18.5,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1848,10,5/21/2021,E,PITA,57,D,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1849,10,5/21/2021,2,PITA,18,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1850,10,5/21/2021,2,PRUNUS,13.8,I,Prunus sp.,cherry,intermediate,1,control,,
1851,10,5/21/2021,2,LIST,19,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1852,10,5/21/2021,2,NYSY,6.8,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1853,10,5/21/2021,2,QUNI,6.3,S,Quercus nigra,water oak,mesophyte,1,control,,
1854,10,5/21/2021,2,LIST,18.9,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1855,10,5/21/2021,2,PITA,9.1,I,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1856,10,5/21/2021,2,QUNI,5,S,Quercus nigra,water oak,mesophyte,1,control,,
1857,10,5/21/2021,2,CARYA,2,S,Carya sp.,hickory,intermediate,1,control,,
1858,10,5/21/2021,2,PIEC,10.5,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1859,10,5/21/2021,2,LIST,18.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1860,10,5/21/2021,2,LIST,12.8,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1861,10,5/21/2021,2,PRUNUS,8.9,I,Prunus sp.,cherry,intermediate,1,control,,
1862,10,5/21/2021,2,QUAL,4.5,S,Quercus alba,white oak,pyrophyte,1,control,,
1863,10,5/21/2021,2,LIST,1.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1864,10,5/21/2021,2,QUNI,9.4,I,Quercus nigra,water oak,mesophyte,1,control,,
1865,10,5/21/2021,2,PIEC,21.8,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1866,10,5/21/2021,2,QUNI,10.6,I,Quercus nigra,water oak,mesophyte,1,control,,
1867,10,5/21/2021,2,QUAL,2.5,S,Quercus alba,white oak,pyrophyte,1,control,,
1868,10,5/21/2021,2,PIEC,16,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1869,10,5/21/2021,2,QUNI,6.2,S,Quercus nigra,water oak,mesophyte,1,control,,
1870,10,5/21/2021,2,PIEC,10.7,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1871,10,5/21/2021,2,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1872,10,5/21/2021,2,QUNI,12.8,I,Quercus nigra,water oak,mesophyte,1,control,,
1873,10,5/21/2021,2,PIEC,15.6,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1874,10,5/21/2021,2,QUNI,9.7,I,Quercus nigra,water oak,mesophyte,1,control,,
1875,10,5/21/2021,2,QUAL,6.8,I,Quercus alba,white oak,pyrophyte,1,control,,
1876,10,5/21/2021,2,ACRU,9.2,S,Acer rubrum,red maple,mesophyte,1,control,,
1877,10,5/21/2021,E,PITA,37.2,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1878,10,5/21/2021,E,LITU,20.2,C,Liquidambar styraciflua,tulip poplar,mesophyte,1,control,,
1879,10,5/21/2021,E,PITA,30.9,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1880,10,5/21/2021,FB,QUAL,5.8,S,Quercus alba,white oak,pyrophyte,1,control,,
1881,10,5/21/2021,FB,PIEC,11.7,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1882,10,5/21/2021,FB,LIST,12,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1883,10,5/21/2021,FB,VACCI,6,S,Vaccinium sp.,blueberry,mesophyte,1,control,,
1884,10,5/21/2021,FB,LIST,12,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1885,10,5/21/2021,FB,LIST,6,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1886,10,5/21/2021,3,QUNI,7.1,I,Quercus nigra,water oak,mesophyte,1,control,,
1887,10,5/21/2021,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1888,10,5/21/2021,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1889,10,5/21/2021,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1890,10,5/21/2021,3,LIST,6.2,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1891,10,5/21/2021,3,LIST,28.8,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1892,10,5/21/2021,3,LIST,4.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1893,10,5/21/2021,3,LIST,5.8,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1894,10,5/21/2021,3,PITA,39.4,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1895,10,5/21/2021,3,SW,12.3,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1896,10,5/21/2021,3,PIEC,21.7,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1897,10,5/21/2021,3,PITA,6,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1898,10,5/21/2021,3,LIST,5.6,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1899,10,5/21/2021,3,PIEC,9.2,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1900,10,5/21/2021,3,LIST,6.2,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1901,10,5/21/2021,3,PITA,7.2,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1902,10,5/21/2021,3,LIST,12.1,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1903,10,5/21/2021,3,LIST,21.8,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1904,10,5/21/2021,3,SW,20.9,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1905,10,5/21/2021,3,LIST,9.7,S,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1906,10,5/21/2021,3,PITA,10.4,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1907,10,5/21/2021,3,PITA,32.3,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1908,10,5/21/2021,3,SW,14,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1909,10,5/21/2021,3,SW,8.1,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1910,10,5/21/2021,3,SW,12,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1911,10,5/21/2021,3,PIEC,15,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1912,10,5/21/2021,3,NYSY,7.4,S,Nyssa sylvatica,black gum,mesophyte,1,control,,
1913,10,5/21/2021,3,PITA,6.1,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1914,10,5/21/2021,3,SW,2.2,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1915,10,5/21/2021,3,PIEC,9.3,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1916,10,5/21/2021,3,PIEC,7.9,I,Pinus echinata,shortleaf pine,pyrophyte,1,control,,
1917,10,5/21/2021,3,SW,13.8,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1918,10,5/21/2021,3,SW,4.5,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1919,10,5/21/2021,3,SW,6,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1920,10,5/21/2021,3,SW,2.2,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1921,10,5/21/2021,3,SW,24,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1922,10,5/21/2021,3,SW,2.5,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1923,10,5/21/2021,3,LIST,21.3,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1924,10,5/21/2021,3,SW,11.6,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1925,10,5/21/2021,3,SW,5.2,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1926,10,5/21/2021,3,PITA,38.8,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1927,10,5/21/2021,3,SW,10.1,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1928,10,5/21/2021,3,SW,18,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1929,10,5/21/2021,3,PITA,8.5,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1930,10,5/21/2021,3,PITA,9.7,S,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1931,10,5/21/2021,3,PITA,43,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1932,10,5/21/2021,E,PITA,49.8,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1933,10,5/21/2021,E,QUNI,27.5,C,Quercus nigra,water oak,mesophyte,1,control,,
1934,10,5/21/2021,E,SW,7.5,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1935,10,5/21/2021,E,LIST,19.8,I,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1936,10,5/21/2021,E,PITA,29.6,C,Pinus taeda,loblolly pine,pyrophyte,1,control,,
1937,10,5/21/2021,FB,LIST,28,C,Liquidambar styraciflua,sweetgum,mesophyte,1,control,,
1938,10,5/21/2021,FB,JUVI,3,S,Juniperus virginiana,eastern red cedar,mesophyte,1,control,,
1939,10,5/21/2021,FB,COFL,2.9,S,Cornus florida,dogwood,mesophyte,1,control,,
1940,10,5/21/2021,FB,SW,2.6,S,Oxydendrum arboreum,sourwood,intermediate,1,control,,
1941,10,5/21/2021,FB,SW,21.5,I,Oxydendrum arboreum,sourwood,intermediate,1,control,,
