Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,functional_group
MOT,728,57,5/19/2022,LIST,16.9,4.2,31,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,727,57,5/19/2022,LIST,14.4,1.1,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,723,57,5/19/2022,LIST,12.7,0.8,92,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,706,56,5/18/2022,LIST,13.4,7.9,204,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,709,56,5/18/2022,LIST,19,4.5,143,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,704,56,5/18/2022,LIST,11.5,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,707,56,5/18/2022,LIST,14.5,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,710,56,5/18/2022,LIST,23.8,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,705,56,5/18/2022,LIST,11.7,3,320,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,708,56,5/18/2022,LIST,15.2,2.4,191,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,698,55,5/18/2022,LIST,22,7.9,110,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,695,55,5/18/2022,LIST,14.5,7.2,320,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,694,55,5/18/2022,LIST,13.2,6.5,359,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,696,55,5/18/2022,LIST,19,5.7,321,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,693,55,5/18/2022,LIST,13,4.2,17,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,697,55,5/18/2022,LIST,20.3,3.6,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,692,55,5/18/2022,LIST,12.1,1.5,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,675,54,5/18/2022,LIST,33.8,4.5,137,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,672,54,5/18/2022,LIST,10.5,4.1,109,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,673,54,5/18/2022,LIST,13,2.9,227,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,674,54,5/18/2022,LIST,21,2.9,227,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,649,53,5/18/2022,LIST,11.3,6.4,29,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,650,53,5/18/2022,LIST,13.2,5,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,648,53,5/18/2022,LIST,11.2,3.8,246,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,651,53,5/18/2022,LIST,19.8,0.9,129,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,639,52,5/18/2022,LIST,17.8,7.5,200,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,637,52,5/18/2022,LIST,11.9,7.2,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,640,52,5/18/2022,LIST,21.3,5,116,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,638,52,5/18/2022,LIST,16.2,3.5,256,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,620,51,6/2/2022,LIST,12.1,7.7,46,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,623,51,6/2/2022,LIST,19.4,6.5,151,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,626,51,6/2/2022,LIST,25.8,6.4,211,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,621,51,6/2/2022,LIST,13.3,5.6,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,622,51,6/2/2022,LIST,14.6,4.4,277,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,625,51,6/2/2022,LIST,23,4.4,277,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,624,51,6/2/2022,LIST,22,4.3,121,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,602,50,6/2/2022,LIST,12,7.8,39,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,611,50,6/2/2022,LIST,23.2,7.7,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,608,50,6/2/2022,LIST,16.6,6.6,139,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,600,50,6/2/2022,LIST,10.1,6.4,239,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,613,50,6/2/2022,LIST,35.3,6.1,123,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,604,50,6/2/2022,LIST,12.3,5.2,101,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,610,50,6/2/2022,LIST,19.3,4.9,352,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,606,50,6/2/2022,LIST,16.1,4.8,46,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,612,50,6/2/2022,LIST,33.8,4.4,313,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,614,50,6/2/2022,LIST,17.1,4.4,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,601,50,6/2/2022,LIST,10.8,3.9,232,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,603,50,6/2/2022,LIST,12,3,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,609,50,6/2/2022,LIST,18.8,2.9,176,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,605,50,6/2/2022,LIST,14.7,2.4,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,607,50,6/2/2022,LIST,16.2,2.4,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,592,49,6/2/2022,LIST,15.5,5.3,351,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,593,49,6/2/2022,LIST,20.5,5,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,594,49,6/2/2022,LIST,33.3,3.1,341,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,558,45,6/2/2022,LIST,11.4,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,559,45,6/2/2022,LIST,14.6,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,523,41,6/7/2022,LIST,12.5,2.1,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,510,40,6/7/2022,LIST,32.5,7.5,62,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,505,40,6/7/2022,LIST,15.1,6.7,262,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,509,40,6/7/2022,LIST,23.9,6.1,322,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,503,40,6/7/2022,LIST,13.5,5.3,283,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,504,40,6/7/2022,LIST,14.4,5.2,288,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,508,40,6/7/2022,LIST,21.1,4.9,248,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,507,40,6/7/2022,LIST,17.3,4.8,42,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,506,40,6/7/2022,LIST,15.7,4.5,230,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,496,39,6/7/2022,LIST,29.7,7.3,61,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,491,39,6/7/2022,LIST,11,7,109,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,494,39,6/7/2022,LIST,17.8,6.9,71,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,490,39,6/7/2022,LIST,10.6,5.9,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,495,39,6/7/2022,LIST,23.6,5.7,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,492,39,6/7/2022,LIST,13.7,3.8,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,493,39,6/7/2022,LIST,14,3.8,138,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,477,38,6/7/2022,LIST,25.8,7.9,263,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,478,38,6/7/2022,LIST,27.2,5.8,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,479,38,6/7/2022,LIST,31.1,5.1,123,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,471,37,6/7/2022,LIST,34.4,6.2,85,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,468,37,6/7/2022,LIST,20.5,4.4,329,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,470,37,6/7/2022,LIST,33.3,4,334,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,469,37,6/7/2022,LIST,22.7,2.5,238,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,467,37,6/7/2022,LIST,20.5,2.2,124,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,459,36,6/7/2022,LIST,31.1,7.5,38,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,458,36,6/7/2022,LIST,19.1,4.1,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,457,36,6/7/2022,LIST,14.3,3.3,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,456,36,6/7/2022,LIST,13.5,3.2,309,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,455,36,6/7/2022,LIST,13.2,2.6,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,445,35,6/7/2022,LIST,24,4.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,446,35,6/7/2022,LIST,25.8,4.4,118,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,437,34,6/7/2022,LIST,14.6,3,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,438,34,6/7/2022,LIST,16.5,1.7,132,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,415,33,2/24/2022,LIST,5,7.73,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,423,33,2/24/2022,LIST,23.1,6.81,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,424,33,2/24/2022,LIST,26,6.81,144,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,413,33,2/24/2022,LIST,3.5,6.47,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,417,33,2/24/2022,LIST,7.7,6.24,290,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,422,33,2/24/2022,LIST,15.8,6.04,274,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,410,33,2/24/2022,LIST,2,6.01,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,418,33,2/24/2022,LIST,8,5.55,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,416,33,2/24/2022,LIST,7.4,4.96,194,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,419,33,2/24/2022,LIST,11.1,4.5,22,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,421,33,2/24/2022,LIST,13,4.25,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,412,33,2/24/2022,LIST,3,4.1,18,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,420,33,2/24/2022,LIST,11.4,3.83,58,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,411,33,2/24/2022,LIST,2.8,3.72,57,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,414,33,2/24/2022,LIST,4.2,1.08,196,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,381,32,2/24/2022,LIST,7.2,7.76,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,379,32,2/24/2022,LIST,6.1,7.46,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,385,32,2/24/2022,LIST,11.8,6.57,201,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,377,32,2/24/2022,LIST,3.1,6.32,122,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,382,32,2/24/2022,LIST,7.7,5.63,145,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,378,32,2/24/2022,LIST,5.7,5.02,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,376,32,2/24/2022,LIST,2.4,4.02,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,383,32,2/24/2022,LIST,9,3.77,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,380,32,2/24/2022,LIST,6.6,3.39,54,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,384,32,2/24/2022,LIST,11.3,0.98,84,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,366,31,5/18/2022,LIST,17.4,7,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,364,31,5/18/2022,LIST,10,5,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,367,31,5/18/2022,LIST,19.2,4.7,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,365,31,5/18/2022,LIST,13.2,4.2,347,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,350,30,5/18/2022,LIST,14.5,8,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,349,30,5/18/2022,LIST,10.9,6.4,306,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,348,30,5/18/2022,LIST,10.2,5,222,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,329,29,5/18/2022,LIST,12.8,6.9,30,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,327,29,5/18/2022,LIST,11.5,6,13,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,328,29,5/18/2022,LIST,11.5,4.6,68,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,314,28,5/18/2022,LIST,18.6,5.7,130,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,315,28,5/18/2022,LIST,22,5.5,345,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,292,27,5/19/2022,LIST,14,7.9,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,290,27,5/19/2022,LIST,12.5,7.5,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,294,27,5/19/2022,LIST,23,5.2,247,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,293,27,5/19/2022,LIST,21.2,4.6,28,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,291,27,5/19/2022,LIST,13.4,3.2,52,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,281,26,5/19/2022,LIST,17.3,7,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,278,26,5/19/2022,LIST,12,6.4,136,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,276,26,5/19/2022,LIST,10.5,5.4,240,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,277,26,5/19/2022,LIST,12,4.9,47,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,280,26,5/19/2022,LIST,12.6,3.9,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,279,26,5/19/2022,LIST,12.4,3.6,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,266,25,5/19/2022,LIST,14.8,2.1,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,253,24,5/19/2022,LIST,18.4,4.6,140,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
MOT,252,24,5/19/2022,LIST,11.9,4.2,60,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,234,23,5/19/2022,LIST,12.8,7.2,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,232,23,5/19/2022,LIST,12.3,7.1,323,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,231,23,5/19/2022,LIST,11.6,6.1,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,237,23,5/19/2022,LIST,26.9,6.1,89,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,235,23,5/19/2022,LIST,15.4,5.1,353,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,233,23,5/19/2022,LIST,12.8,4.6,129,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,236,23,5/19/2022,LIST,19.2,1.8,5,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,221,22,5/19/2022,LIST,30.2,7.2,108,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,220,22,5/19/2022,LIST,29.6,6.1,41,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,223,22,5/19/2022,LIST,37.4,6.1,234,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,215,22,5/19/2022,LIST,12.3,6,32,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,219,22,5/19/2022,LIST,24.9,5.8,302,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,216,22,5/19/2022,LIST,15.8,5.7,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,214,22,5/19/2022,LIST,10.6,5.6,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,218,22,5/19/2022,LIST,20.1,5.1,149,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,222,22,5/19/2022,LIST,30.9,4.8,3,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,217,22,5/19/2022,LIST,18,1.6,61,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,202,21,5/19/2022,LIST,20,7.8,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,201,21,5/19/2022,LIST,18.6,5.9,77,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,200,21,5/19/2022,LIST,13.9,5.2,39,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,199,21,5/19/2022,LIST,10.3,4.5,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,203,21,5/19/2022,LIST,20.7,3.3,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,204,21,5/19/2022,LIST,23.7,2.9,273,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,188,20,5/19/2022,LIST,24.6,7.9,21,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,182,20,5/19/2022,LIST,12.5,7.8,177,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,184,20,5/19/2022,LIST,14.9,6.2,107,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,183,20,5/19/2022,LIST,13,5.2,113,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,181,20,5/19/2022,LIST,10.1,5.1,34,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,187,20,5/19/2022,LIST,24.3,4.9,336,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,189,20,5/19/2022,LIST,34,4.7,359,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,185,20,5/19/2022,LIST,20.1,4.1,339,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,186,20,5/19/2022,LIST,20.3,2.8,356,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,167,19,5/19/2022,LIST,10.6,7.7,274,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,168,19,5/19/2022,LIST,10.6,6.8,282,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,169,19,5/19/2022,LIST,11.2,6.7,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,172,19,5/19/2022,LIST,14.5,6.6,180,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,173,19,5/19/2022,LIST,16,5.1,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,166,19,5/19/2022,LIST,10.1,4.8,303,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,171,19,5/19/2022,LIST,14.2,4.7,230,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Kreher,170,19,5/19/2022,LIST,12.4,3.7,272,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,154,17,6/6/2022,LIST,20,8,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,155,17,6/6/2022,LIST,30,2.45,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,121,8,6/6/2022,LIST,39.3,6.2,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,119,8,6/6/2022,LIST,18,5.1,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,120,8,6/6/2022,LIST,37,4.4,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,111,7.2,6/6/2022,LIST,21.2,7.2,99,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,112,7.2,6/6/2022,LIST,21.3,6.4,233,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,110,7.2,6/6/2022,LIST,18,5.7,146,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,108,7.2,6/6/2022,LIST,15.8,5.2,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,106,7.2,6/6/2022,LIST,12.5,4.8,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,107,7.2,6/6/2022,LIST,13.7,4.4,252,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,109,7.2,6/6/2022,LIST,16.6,3.4,139,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,90,6,6/6/2022,LIST,19.1,7.5,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,73,3.2,6/6/2022,LIST,10.7,7.4,338,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,76,3.2,6/6/2022,LIST,18.9,6.3,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,79,3.2,6/6/2022,LIST,21.4,6.3,321,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,72,3.2,6/6/2022,LIST,10.6,5.2,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,75,3.2,6/6/2022,LIST,12.7,5.1,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,77,3.2,6/6/2022,LIST,19.3,3.3,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,78,3.2,6/6/2022,LIST,21.1,3,2,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,74,3.2,6/6/2022,LIST,11.9,1.2,93,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,60,3,6/6/2022,LIST,14.3,3.8,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,61,3,6/6/2022,LIST,16.2,3.6,,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
Tuskegee,44,2.2,6/6/2022,LIST,17.1,7.1,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte
