Site,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional group,Notes
MOT,54,5/18/2022,OXAR,17.3,6.1,281,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,"""2"""
MOT,54,5/18/2022,OXAR,21,6.1,281,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,"""2"""
MOT,54,5/18/2022,NYSY,10.7,3,152,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
MOT,54,5/18/2022,LIST,10.5,4.1,109,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,54,5/18/2022,LIST,13,2.9,227,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""2"""
MOT,54,5/18/2022,LIST,21,2.9,227,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""2"""
MOT,54,5/18/2022,LIST,33.8,4.5,137,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,54,5/18/2022,JUVI,13.6,4.4,45,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,55,5/18/2022,QUAL,16.3,5.8,246,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,55,5/18/2022,QUAL,18.5,5.5,349,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,55,5/18/2022,QUAL,22.2,3.6,32,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,55,5/18/2022,PIEC,11.1,3.1,200,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,55,5/18/2022,PITA,15,3.1,89,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,55,5/18/2022,PIEC,16,2.7,171,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,55,5/18/2022,PITA,29.7,4.7,265,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,55,5/18/2022,PITA,39.8,4.1,198,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,55,5/18/2022,PITA,53.1,3.6,91,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,55,5/18/2022,OXAR,7,5.1,196,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,55,5/18/2022,OXAR,12.1,5.1,196,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,55,5/18/2022,OXAR,13.1,5.1,72,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,55,5/18/2022,OXAR,19.2,7,5,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,55,5/18/2022,OXAR,25.6,6,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,55,5/18/2022,LITU,49.9,4,8,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,55,5/18/2022,LIST,12.1,1.5,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,13,4.2,17,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,13.2,6.5,359,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,14.5,7.2,320,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,19,5.7,321,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,20.3,3.6,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,LIST,22,7.9,110,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,55,5/18/2022,ACRU,18.9,5.7,8,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
MOT,56,5/18/2022,QUNI,30.3,5.2,98,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,56,5/18/2022,PIEC,21.8,7.8,17,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,56,5/18/2022,PITA,55,3.4,139,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,56,5/18/2022,OXAR,30.9,4.1,29,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
MOT,56,5/18/2022,LIST,11.5,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""3"""
MOT,56,5/18/2022,LIST,11.7,3,320,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,56,5/18/2022,LIST,13.4,7.9,204,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,56,5/18/2022,LIST,14.5,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""3"""
MOT,56,5/18/2022,LIST,15.2,2.4,191,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,56,5/18/2022,LIST,19,4.5,143,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,56,5/18/2022,LIST,23.8,3.1,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""3"""
MOT,56,5/18/2022,ACRU,6.8,5.2,11,Acer ,rubrum,Acer rubrum,red maple,mesophyte,"""2"""
MOT,56,5/18/2022,ACRU,9.7,5.2,11,Acer ,rubrum,Acer rubrum,red maple,mesophyte,"""2"""
MOT,57,5/19/2022,QUAL,13,5.4,140,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,57,5/19/2022,QUAL,18.7,6.8,61,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,57,5/19/2022,QUAL,20.5,7.6,70,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,57,5/19/2022,QUFA,29.7,6,108,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,57,5/19/2022,PITA,45.6,6.3,332,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,57,5/19/2022,PITA,54,5.4,51,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,57,5/19/2022,NYSY,20.8,5.1,88,Nyssa ,sylvatica,Nyssa sylvatica,black gum,mesophyte,
MOT,57,5/19/2022,LIST,11.1,5.8,156,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,12.1,6.7,281,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,12.5,7.9,171,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,12.7,0.8,92,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,13.1,7.1,256,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,14,6.3,241,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,14.3,4.4,354,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,14.4,1.1,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,LIST,16.9,4.2,31,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,57,5/19/2022,CARYA,33.5,6,182,Carya ,sp.,Carya sp.,hickory,intermediate,"""mock""?"
MOT,58,5/19/2022,QUAL,13.7,2.1,243,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,58,5/19/2022,QURU,13.8,7.1,272,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
MOT,58,5/19/2022,QUFA,16,7.5,347,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
MOT,58,5/19/2022,QUAL,38.3,5.2,242,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,58,5/19/2022,PITA,50,5.7,11,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,58,5/19/2022,JUVI,18.1,4,33,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,58,5/19/2022,JUVI,27.5,5.9,39,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
MOT,58,5/19/2022,FAGR,24.9,5.1,132,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
MOT,58,5/19/2022,CARYA,17.9,4.2,230,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,58,5/19/2022,CARYA,45.8,7.8,115,Carya ,sp.,Carya sp.,hickory,intermediate,
MOT,59,5/19/2022,QUNI,10.9,6.4,209,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,11,7.5,157,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,13,6,331,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,18.2,7.9,5,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,20.9,5.1,350,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,22.8,2.6,130,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,23.2,3.7,156,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,25.9,2.9,338,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,QUNI,26.5,4.8,236,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,59,5/19/2022,PRSE,13.4,6.2,147,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,59,5/19/2022,PITA,56.8,3.6,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,59,5/19/2022,PITA,66.8,3.4,249,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,59,5/19/2022,LIST,15.1,1.6,11,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,59,5/19/2022,LIST,19.3,4.1,177,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,PITA,10.8,6.3,95,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,11.9,7.7,327,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,12.4,5.8,230,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,12.9,6.4,N/A,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,16.1,6.4,101,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,16.5,1.6,224,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,17.6,7.9,228,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,40.1,4.1,344,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,49.5,2.7,15,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,PITA,63.8,2.5,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,60,5/19/2022,LIST,10.5,5.8,261,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,LIST,11.1,4.2,99,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,LIST,11.7,2.4,350,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,LIST,13.8,6.6,24,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""2"""
MOT,60,5/19/2022,LIST,17.3,7.5,268,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,LIST,17.4,6.6,24,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,"""2"""
MOT,60,5/19/2022,LIST,18.3,4.7,142,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,LIST,45.8,2.1,91,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,60,5/19/2022,CARYA,13.6,7.8,188,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,61,7/5/2022,PITA,10.2,3.7,117,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,61,7/5/2022,PITA,24.9,4.6,268,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,61,7/5/2022,PITA,28.9,2.9,12,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,61,7/5/2022,PITA,39.9,3,218,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,61,7/5/2022,OXAR,13.7,4.3,350,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,61,7/5/2022,OXAR,13.8,4.8,46,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,61,7/5/2022,OXAR,17.6,2.4,121,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,61,7/5/2022,LIST,10.2,3.7,68,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,10.2,7.8,138,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,14.1,3,52,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,15,5.1,38,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,15.5,4.3,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,16.5,2.3,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,LIST,17.7,6.9,135,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,61,7/5/2022,ACSA,11.4,6.6,115,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte,
Talladega,61,7/5/2022,ACRU,13,3.7,223,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,61,7/5/2022,ACRU,15.7,2.3,203,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,62,7/5/2022,PITA,14.7,2.1,234,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,18.5,7.5,77,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,21.2,7.2,56,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,23.4,2.6,341,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,24.4,1.9,140,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,27.5,7.8,146,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,36,6.7,158,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,39.3,7.6,46,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,PITA,45.1,7.9,90,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,62,7/5/2022,OXAR,16.7,0.8,39,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,62,7/5/2022,OXAR,20.5,4.3,220,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,62,7/5/2022,OXAR,24.8,5.2,93,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,62,7/5/2022,LITU,15,7.3,57,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,62,7/5/2022,LIST,11,6,153,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,62,7/5/2022,LIST,17.4,3.1,92,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,62,7/5/2022,LIST,21.2,6.3,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,62,7/5/2022,LIST,27.3,6,204,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,62,7/5/2022,ACSA,12,4.5,172,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte,
Talladega,62,7/5/2022,ACRU,14.4,4.1,68,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,63,7/5/2022,PRSE,25.3,7.3,218,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,63,7/5/2022,PITA,26.1,7.7,168,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,63,7/5/2022,PITA,33.3,7.4,173,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,63,7/5/2022,PITA,35.3,1.9,347,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,63,7/5/2022,PITA,38,2.8,28,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,63,7/5/2022,PITA,41.8,4.4,272,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,63,7/5/2022,PIPA,44.5,7.3,120,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,63,7/5/2022,OXAR,26.9,1.2,265,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,63,7/5/2022,ACRU,11.3,6.6,241,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,63,7/5/2022,ACRU,13,6.5,127,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,63,7/5/2022,ACSA,18.5,7.9,12,Acer ,saccharum,Acer saccharum,sugar maple,mesophyte,
Talladega,63,7/5/2022,ACRU,19.8,2,5,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,63,7/5/2022,ACRU,22.5,2.5,38,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,63,7/5/2022,ACRU,24.3,2.8,211,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,64,7/5/2022,QUAL,13.4,7.7,123,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,64,7/5/2022,QURU,14.5,,242,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,64,7/5/2022,QUMO,18.5,2.9,21,Quercus ,montana,Quercus montana,chestnut oak,pyrophyte,
Talladega,64,7/5/2022,PRSE,12,5.2,3,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,64,7/5/2022,PITA,20.3,2.7,351,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,64,7/5/2022,PITA,20.6,1.4,118,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,64,7/5/2022,PITA,24,7.9,130,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,64,7/5/2022,PITA,25.9,7.1,93,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,64,7/5/2022,PITA,35.9,6.2,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,64,7/5/2022,pipa,47.2,3.8,283,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Talladega,64,7/5/2022,LITU,29,4.7,215,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,64,7/5/2022,LIST,11,7.2,280,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,64,7/5/2022,LIST,11,7.3,293,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,64,7/5/2022,LIST,11.4,4.9,353,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,64,7/5/2022,ACRU,15.5,2.9,180,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,65,7/5/2022,PITA,21.9,5.1,241,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,30.3,7.2,242,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,33.3,5.1,14,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,36,6.3,288,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,38.3,3.1,250,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,39.7,2.7,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,42.3,4,217,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,45.7,4.9,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,PITA,55.5,6.7,346,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,65,7/5/2022,OXAR,14.2,4.9,7,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,65,7/5/2022,OXAR,17.8,6.4,191,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,65,7/5/2022,OXAR,21,2.6,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,65,7/5/2022,OXAR,21.1,5.3,7,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,65,7/5/2022,LITU,46.4,5.1,117,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,65,7/5/2022,LIST,13.5,7.5,42,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,LIST,17.6,5.5,163,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,LIST,19.9,3.9,105,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,LIST,24.5,5.2,344,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,LIST,26.4,1.8,268,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,LIST,27.7,7.3,34,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,65,7/5/2022,ACRU,24.5,6.5,329,Acer ,rubrum,Acer rubrum,red maple,mesophyte,
Talladega,66,7/5/2022,PRSE,24.3,4.8,299,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,66,7/5/2022,pita,56.4,4.3,8,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,66,7/5/2022,OXAR,13,5.4,130,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,OXAR,14.5,6.7,290,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,OXAR,17.3,7.8,142,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,OXAR,20.5,2.9,91,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,OXAR,20.9,6.6,292,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,OXAR,22.2,65,208,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,66,7/5/2022,LITU,21.5,6.5,250,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,66,7/5/2022,litu,55.3,6.7,225,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,66,7/5/2022,litu,69.5,7.6,103,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
Talladega,66,7/5/2022,fagr,12.3,3.2,177,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
Talladega,66,7/5/2022,fagr,13.8,2.1,257,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
Talladega,66,7/5/2022,fagr,16.2,3.1,88,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
Talladega,66,7/5/2022,CARYA,17.5,3.8,240,Carya ,sp.,Carya sp.,hickory,intermediate,
Talladega,67,7/5/2022,ULAL,11,5.5,135,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Talladega,67,7/5/2022,quni,10.2,186,,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Talladega,67,7/5/2022,qufa,26.5,7.3,52,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,67,7/5/2022,QUAL,64.3,3.8,352,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,67,7/5/2022,PRSE,32.4,1.3,355,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Talladega,67,7/5/2022,PITA,52,4.1,211,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,67,7/5/2022,OXAR,13.5,6.8,273,Oxydendrum ,arboreum,Oxydendrum arboreum,sourwood,intermediate,
Talladega,67,7/5/2022,LIST,12.2,4.5,172,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,67,7/5/2022,LIST,16.2,6.2,205,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,67,7/5/2022,LIST,16.4,7.8,239,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,67,7/5/2022,LIST,33.7,4.3,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Talladega,68,7/5/2022,QUAL,10.7,7.1,324,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Talladega,68,7/5/2022,qufa,17.5,3.7,215,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Talladega,68,7/5/2022,QURU,28.4,6.2,137,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,68,7/5/2022,QURU,34.5,5,62,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,68,7/5/2022,QURU,41.7,6.3,251,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,68,7/5/2022,QURU,53.5,4.6,177,Quercus ,rubrum,Quercus rubrum,northern red oak,pyrophyte,
Talladega,68,7/5/2022,pita,19.3,7.3,48,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Talladega,68,7/5/2022,piec,31.6,2.7,87,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
