Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional,secondary,tert,Notes
Kreher,184,20,5/19/2022,LIST,14.9,6.2,107,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,185,20,5/19/2022,LIST,20.1,4.1,339,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,186,20,5/19/2022,LIST,20.3,2.8,356,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,187,20,5/19/2022,LIST,24.3,4.9,336,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,188,20,5/19/2022,LIST,24.6,7.9,21,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,189,20,5/19/2022,LIST,34,4.7,359,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,190,21,5/19/2022,QUNI,41.9,4.8,284,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Kreher,191,21,5/19/2022,PITA,16.4,4.9,145,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,192,21,5/19/2022,PITA,19.1,2.8,231,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,193,21,5/19/2022,PITA,24.2,4.6,186,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,194,21,5/19/2022,PITA,25.1,8,137,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,195,21,5/19/2022,PITA,29.6,6.9,79,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,196,21,5/19/2022,PITA,33.3,3.1,142,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,197,21,5/19/2022,PITA,60.4,3.8,338,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,198,21,5/19/2022,NYSY,19.2,5.9,268,Nyssa ,sylvatica,Nyssa sylvatica,black gum,other,other,Encroaching,
Kreher,199,21,5/19/2022,LIST,10.3,4.5,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,200,21,5/19/2022,LIST,13.9,5.2,39,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,201,21,5/19/2022,LIST,18.6,5.9,77,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,202,21,5/19/2022,LIST,20,7.8,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,203,21,5/19/2022,LIST,20.7,3.3,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,204,21,5/19/2022,LIST,23.7,2.9,273,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,205,21,5/19/2022,JUVI,10.9,2.6,350,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
Kreher,206,21,5/19/2022,JUVI,11,7.2,19,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
Kreher,207,21,5/19/2022,JUVI,14.9,4.9,39,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,other,other,Encroaching,
Kreher,208,21,5/19/2022,ACRU,10.1,5.4,135,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
Kreher,209,22,5/19/2022,QUNI,10,8,141,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Kreher,210,22,5/19/2022,QUNI,10.2,7.8,181,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
Kreher,211,22,5/19/2022,PITA,24.5,4.1,261,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,212,22,5/19/2022,PITA,37.3,5.2,262,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,213,22,5/19/2022,PITA,45,3.9,218,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,214,22,5/19/2022,LIST,10.6,5.6,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,215,22,5/19/2022,LIST,12.3,6,32,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,216,22,5/19/2022,LIST,15.8,5.7,87,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,217,22,5/19/2022,LIST,18,1.6,61,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,218,22,5/19/2022,LIST,20.1,5.1,149,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,219,22,5/19/2022,LIST,24.9,5.8,302,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,220,22,5/19/2022,LIST,29.6,6.1,41,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,221,22,5/19/2022,LIST,30.2,7.2,108,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,222,22,5/19/2022,LIST,30.9,4.8,3,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,223,22,5/19/2022,LIST,37.4,6.1,234,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,224,23,5/19/2022,ULAL,15.5,5.3,351,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
Kreher,225,23,5/19/2022,ULAL,23.8,3.3,17,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
Kreher,226,23,5/19/2022,ULAL,29.7,5.1,349,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
Kreher,227,23,5/19/2022,QUFA,22.4,6.2,271,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
Kreher,228,23,5/19/2022,QUFA,46.2,7.8,258,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
Kreher,229,23,5/19/2022,PIEC,47.7,6.7,217,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
Kreher,230,23,5/19/2022,PITA,61,6.3,41,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
Kreher,231,23,5/19/2022,LIST,11.6,6.1,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,232,23,5/19/2022,LIST,12.3,7.1,323,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,233,23,5/19/2022,LIST,12.8,4.6,129,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,234,23,5/19/2022,LIST,12.8,7.2,220,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,235,23,5/19/2022,LIST,15.4,5.1,353,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,236,23,5/19/2022,LIST,19.2,1.8,5,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,237,23,5/19/2022,LIST,26.9,6.1,89,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
Kreher,238,23,5/19/2022,CARYA,30.6,5.7,225,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,"""Red"""
MOT,239,24,5/19/2022,QUNI,11.2,2.1,219,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,"""2"""
MOT,240,24,5/19/2022,QUNI,12.6,7.1,281,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,241,24,5/19/2022,QUNI,16,2.1,219,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,"""2"""
MOT,242,24,5/19/2022,PRSE,10,4.3,54,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,243,24,5/19/2022,PRSE,12.1,4.2,53,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,244,24,5/19/2022,PRSE,15,7.2,55,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,245,24,5/19/2022,PITA,37,7.9,197,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,246,24,5/19/2022,PITA,37.7,5,225,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,247,24,5/19/2022,PITA,38.1,8,237,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,248,24,5/19/2022,PITA,42.2,6.1,61,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,249,24,5/19/2022,PITA,42.2,6.3,122,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,250,24,5/19/2022,LITU,32,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,"""2"""
MOT,251,24,5/19/2022,LITU,43.3,4.8,341,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,"""2"""
MOT,252,24,5/19/2022,LIST,11.9,4.2,60,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,253,24,5/19/2022,LIST,18.4,4.6,140,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,254,25,5/19/2022,QUNI,13.4,5.3,5,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,255,25,5/19/2022,QUNI,21,7.6,357,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,256,25,5/19/2022,QUNI,23.3,7.2,31,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,257,25,5/19/2022,PRSE,20.1,6.1,39,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,"""2"""
MOT,258,25,5/19/2022,PRSE,21.3,6.1,39,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,"""2"""
MOT,259,25,5/19/2022,PITA,13,5.3,199,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,260,25,5/19/2022,PITA,35.8,6.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,261,25,5/19/2022,PITA,36.4,4.4,312,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,262,25,5/19/2022,PITA,40.2,3.7,135,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,263,25,5/19/2022,PITA,41.1,7.3,112,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,264,25,5/19/2022,PITA,49.6,4.5,232,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,265,25,5/19/2022,LITU,12.4,7.7,321,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
MOT,266,25,5/19/2022,LIST,14.8,2.1,106,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,267,26,5/19/2022,ULAL,14.4,5.9,201,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
MOT,268,26,5/19/2022,ULAL,17.6,7.6,352,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
MOT,269,26,5/19/2022,QUNI,11.3,4.3,251,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,270,26,5/19/2022,QUNI,13.6,7.9,161,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,271,26,5/19/2022,QUNI,17.4,6.1,348,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,272,26,5/19/2022,QUNI,24.3,3.4,341,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,273,26,5/19/2022,PRSE,14.2,4.3,123,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,274,26,5/19/2022,PRSE,17.7,5.1,121,Prunus,serotina,Prunusserotina,cherry,other,other,Encroaching,
MOT,275,26,5/19/2022,PITA,67.2,6.1,191,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,276,26,5/19/2022,LIST,10.5,5.4,240,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,277,26,5/19/2022,LIST,12,4.9,47,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,278,26,5/19/2022,LIST,12,6.4,136,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,279,26,5/19/2022,LIST,12.4,3.6,242,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,280,26,5/19/2022,LIST,12.6,3.9,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,281,26,5/19/2022,LIST,17.3,7,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,282,27,5/19/2022,ULAL,11,5.7,31,Ulmus ,alata,Ulmus alata,winged elm,other,other,Encroaching,
MOT,283,27,5/19/2022,QUNI,10.3,7.7,86,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,284,27,5/19/2022,QUNI,12.7,7.6,114,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,285,27,5/19/2022,QUFA,14.5,7.3,184,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
MOT,286,27,5/19/2022,QUNI,27.5,5.6,44,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,287,27,5/19/2022,QUNI,27.7,2.9,241,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,288,27,5/19/2022,QUNI,29.7,5.7,249,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,289,27,5/19/2022,PITA,50.3,5.8,141,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,290,27,5/19/2022,LIST,12.5,7.5,349,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,291,27,5/19/2022,LIST,13.4,3.2,52,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,292,27,5/19/2022,LIST,14,7.9,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,293,27,5/19/2022,LIST,21.2,4.6,28,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,294,27,5/19/2022,LIST,23,5.2,247,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,295,27,5/19/2022,CARYA,13,4.9,238,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
MOT,296,27,5/19/2022,CARYA,19,3,108,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
MOT,297,27,5/19/2022,ACRU,19.9,6.9,329,Acer ,rubrum,Acer rubrum,red maple,Red maple,other,Encroaching,
MOT,298,28,5/18/2022,QUNI,11.6,6.5,330,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,299,28,5/18/2022,QUNI,14.2,6.5,140,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,300,28,5/18/2022,QUFA,22.6,3.9,43,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
MOT,301,28,5/18/2022,QUNI,22.8,5.8,10,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,302,28,5/18/2022,QUNI,23,2,270,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,303,28,5/18/2022,PITA,11.1,2.7,45,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,304,28,5/18/2022,PITA,12.9,7.2,190,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,305,28,5/18/2022,PITA,21.9,6,195,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,306,28,5/18/2022,PITA,22.2,5.5,190,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,307,28,5/18/2022,PITA,27.5,7,200,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,308,28,5/18/2022,PITA,29,2,320,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,309,28,5/18/2022,PITA,32.3,3,322,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,310,28,5/18/2022,PITA,32.5,6.8,N/A,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,311,28,5/18/2022,PITA,36,3.4,145,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,312,28,5/18/2022,PITA,37.4,3.3,82,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,313,28,5/18/2022,LITU,46,7.5,255,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
MOT,314,28,5/18/2022,LIST,18.6,5.7,130,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,315,28,5/18/2022,LIST,22,5.5,345,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,316,29,5/18/2022,QUNI,12.7,4.5,64,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,317,29,5/18/2022,QUNI,16.9,3.5,218,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,318,29,5/18/2022,QUNI,19.5,1.5,130,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,319,29,5/18/2022,QUAL,20,6,127,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,320,29,5/18/2022,QUFA,28.6,8,75,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
MOT,321,29,5/18/2022,QUAL,45.8,6.5,355,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,322,29,5/18/2022,PITA,13.4,3,180,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,323,29,5/18/2022,PITA,19,7.5,235,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,324,29,5/18/2022,PITA,24,5.5,178,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,325,29,5/18/2022,PITA,25.8,4.5,270,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,326,29,5/18/2022,PITA,31.5,7.5,85,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,327,29,5/18/2022,LIST,11.5,6,13,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,328,29,5/18/2022,LIST,11.5,4.6,68,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,329,29,5/18/2022,LIST,12.8,6.9,30,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,330,29,5/18/2022,CARYA,12.8,3.5,5,Carya ,sp.,Carya sp.,hickory,other,other,Encroaching,
MOT,331,30,5/18/2022,QUAL,10,5.5,282,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,332,30,5/18/2022,QUNI,10.7,3.6,133,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,333,30,5/18/2022,QUNI,12.4,3,186,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,334,30,5/18/2022,QUNI,13,4.6,135,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,335,30,5/18/2022,QUNI,13.2,3.5,270,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,336,30,5/18/2022,QUNI,14.6,7,171,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,337,30,5/18/2022,QUNI,18,4.8,130,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,338,30,5/18/2022,QUNI,23.8,7.5,144,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,339,30,5/18/2022,QUNI,32.4,5,3,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,340,30,5/18/2022,QUFA,37.6,5.5,224,Quercus ,falcata,Quercus falcata,southern red oak,Upland oak,Upland oak,Upland oak,
MOT,341,30,5/18/2022,PIEC,14,6,203,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
MOT,342,30,5/18/2022,PITA,17.2,7,152,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,343,30,5/18/2022,PITA,33.4,6.5,129,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,344,30,5/18/2022,PITA,53.3,5.6,159,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,345,30,5/18/2022,LITU,15.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
MOT,346,30,5/18/2022,LITU,23,8,127,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
MOT,347,30,5/18/2022,LITU,28.3,7.6,82,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,Tulip poplar,other,Encroaching,
MOT,348,30,5/18/2022,LIST,10.2,5,222,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,349,30,5/18/2022,LIST,10.9,6.4,306,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,350,30,5/18/2022,LIST,14.5,8,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,351,31,5/18/2022,QUNI,10.3,8,274,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,352,31,5/18/2022,QUNI,11,2,180,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,353,31,5/18/2022,QUNI,11,6,183,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,354,31,5/18/2022,QUNI,17.2,7.8,334,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,355,31,5/18/2022,QUNI,30.8,7.6,61,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,356,31,5/18/2022,PITA,17.6,8,103,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,357,31,5/18/2022,PITA,18,3.5,9,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,358,31,5/18/2022,PITA,22.1,3,230,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,359,31,5/18/2022,PITA,26.1,3.6,270,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,360,31,5/18/2022,PITA,26.6,6.5,45,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,361,31,5/18/2022,PITA,41,5.2,236,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,362,31,5/18/2022,PITA,43,4.1,266,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,363,31,5/18/2022,PITA,44.9,4.3,336,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,364,31,5/18/2022,LIST,10,5,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,365,31,5/18/2022,LIST,13.2,4.2,347,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,366,31,5/18/2022,LIST,17.4,7,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,367,31,5/18/2022,LIST,19.2,4.7,270,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,368,32,2/24/2022,QUNI,2,2.07,138,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,369,32,2/24/2022,QUNI,4.1,3.6,174,Quercus ,nigra,Quercus nigra,water oak,water oak,other,Encroaching,
MOT,370,32,2/24/2022,QUAL,25.3,3.78,309,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,371,32,2/24/2022,QURU,28.3,6.03,88,Quercus ,rubrum,Quercus rubrum,northern red oak,Upland oak,Upland oak,Upland oak,
MOT,372,32,2/24/2022,QUAL,31.9,2.72,268,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,373,32,2/24/2022,QUAL,34.1,7.22,142,Quercus ,alba,Quercus alba,white oak,Upland oak,Upland oak,Upland oak,
MOT,374,32,2/24/2022,PIEC,14.2,5.66,304,Pinus ,echinata,Pinus echinata,shortleaf pine,Pinus,pine,Pine,
MOT,375,32,2/24/2022,PITA,29.7,6.34,359,Pinus ,taeda,Pinus taeda,loblolly pine,Pinus,pine,Pine,
MOT,376,32,2/24/2022,LIST,2.4,4.02,90,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,377,32,2/24/2022,LIST,3.1,6.32,122,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,378,32,2/24/2022,LIST,5.7,5.02,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
MOT,379,32,2/24/2022,LIST,6.1,7.46,314,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,Sweetgum,sweetgum,Encroaching,
