collection,Plot,Treatment,Burn_Szn,canopy_trt,litter_type,litter_pct
6/24/2022,7,control,GS,med,sg,7.348333808
6/24/2022,7,control,LD,med,sg,0.975836431
6/24/2022,7,thin,Control,med,sg,0
6/24/2022,7,thin,ED,med,sg,0
6/24/2022,7,thin,GS,med,sg,1.305767138
6/24/2022,7,thin,LD,med,sg,0
6/24/2022,8,control,Control,med,sg,1.931330472
6/24/2022,8,control,ED,med,sg,3.975363942
6/24/2022,8,control,GS,med,sg,0
6/24/2022,8,control,LD,med,sg,0.251256281
6/24/2022,8,thin,Control,med,sg,2.048780488
6/24/2022,8,thin,ED,med,sg,0.965961362
6/24/2022,8,thin,GS,med,sg,0
6/24/2022,8,thin,LD,med,sg,1.875616979
6/24/2022,9,control,Control,high,sg,0
6/24/2022,9,control,ED,high,sg,0
6/24/2022,9,control,GS,high,sg,0.677595628
6/24/2022,9,control,LD,high,sg,1.533442088
6/24/2022,9,thin,Control,high,sg,2.653301887
6/24/2022,9,thin,ED,high,sg,3.262411348
6/24/2022,9,thin,GS,high,sg,1.081508837
6/24/2022,9,thin,LD,high,sg,2.850435949
6/24/2022,10,control,Control,med,sg,0
6/24/2022,10,control,ED,med,sg,6.367851623
6/24/2022,10,control,GS,med,sg,0
6/24/2022,10,control,LD,med,sg,0
6/24/2022,10,thin,Control,med,sg,0
6/24/2022,10,thin,ED,med,sg,0
6/24/2022,10,thin,GS,med,sg,0.990312164
6/24/2022,10,thin,LD,med,sg,0
6/24/2022,11,control,Control,low,sg,13.46332405
6/24/2022,11,control,ED,low,sg,10.62801932
6/24/2022,11,control,GS,low,sg,10.2006689
6/24/2022,11,control,LD,low,sg,7.664233577
6/24/2022,11,thin,Control,low,sg,3.830480848
6/24/2022,11,thin,ED,low,sg,2.057453416
6/24/2022,11,thin,GS,low,sg,0
6/24/2022,11,thin,LD,low,sg,0
6/24/2022,12,control,Control,high,sg,0
6/24/2022,12,control,ED,high,sg,0
6/24/2022,12,control,GS,high,sg,0
6/24/2022,12,control,LD,high,sg,1.217920835
6/24/2022,12,thin,Control,high,sg,0.359856058
6/24/2022,12,thin,ED,high,sg,0
6/24/2022,12,thin,GS,high,sg,2.666666667
6/24/2022,12,thin,LD,high,sg,14.14183802
6/24/2021,1,control,Control,high,wo,26.06803797
6/24/2021,1,control,ED,high,wo,55.61377246
6/24/2021,1,control,GS,high,wo,27.71661082
6/24/2021,1,control,LD,high,wo,50.62388592
6/24/2021,1,thin,Control,high,wo,23.64217252
6/24/2021,1,thin,ED,high,wo,10.82916369
6/24/2021,1,thin,GS,high,wo,18.49738469
6/24/2021,1,thin,LD,high,wo,7.900974454
6/24/2021,2,control,Control,med,wo,18.35829174
6/24/2021,2,control,ED,med,wo,4.976958525
6/24/2021,2,control,GS,med,wo,29.31704609
6/24/2021,2,control,LD,med,wo,8.11751063
6/24/2021,2,thin,Control,med,wo,10.41562344
6/24/2021,2,thin,ED,med,wo,23.50829969
6/24/2021,2,thin,GS,med,wo,12.61918116
6/24/2021,2,thin,LD,med,wo,27.12571727
6/24/2021,3,control,Control,high,wo,37.80306779
6/24/2021,3,control,ED,high,wo,35.57333333
6/24/2021,3,control,GS,high,wo,6.664238893
6/24/2021,3,control,LD,high,wo,12.47728649
6/24/2021,3,thin,Control,high,wo,35.39393939
6/24/2021,3,thin,ED,high,wo,43.98034398
6/24/2021,3,thin,GS,high,wo,37.97297297
6/24/2021,3,thin,LD,high,wo,36.29583592
6/24/2021,4,control,Control,low,wo,3.513996426
6/24/2021,4,control,ED,low,wo,12.21079692
6/24/2021,4,control,GS,low,wo,1.802403204
6/24/2021,4,control,LD,low,wo,22.95238095
6/24/2021,4,thin,Control,low,wo,14.24050633
6/24/2021,4,thin,ED,low,wo,2.264150943
6/24/2021,4,thin,GS,low,wo,16.10108303
6/24/2021,4,thin,LD,low,wo,5.643340858
6/24/2021,5,control,Control,low,wo,14.65703971
6/24/2021,5,control,ED,low,wo,21.92575406
6/24/2021,5,control,GS,low,wo,18.45117845
6/24/2021,5,control,LD,low,wo,16.54094828
6/24/2021,5,thin,Control,low,wo,3.423892817
6/24/2021,5,thin,ED,low,wo,4.679972471
6/24/2021,5,thin,GS,low,wo,3.341687552
6/24/2021,5,thin,LD,low,wo,6.154517678
6/24/2021,6,control,Control,low,wo,2.519083969
6/24/2021,6,control,ED,low,wo,22.94284556
6/24/2021,6,control,GS,low,wo,4.995242626
6/24/2021,6,control,LD,low,wo,22.74754683
6/24/2021,6,thin,Control,low,wo,10.24013249
6/24/2021,6,thin,ED,low,wo,6.192319143
6/24/2021,6,thin,GS,low,wo,3.168402778
6/24/2021,6,thin,LD,low,wo,1.922217255
6/24/2021,7,control,Control,med,wo,10.3480715
6/24/2021,7,control,ED,med,wo,28.37837838
6/24/2021,7,control,GS,med,wo,6.2027833
6/24/2021,7,control,LD,med,wo,34.16442049
6/24/2021,7,thin,Control,med,wo,15.1010101
6/24/2021,7,thin,ED,med,wo,15.59748428
6/24/2021,7,thin,GS,med,wo,19.90068755
6/24/2021,7,thin,LD,med,wo,13.82113821
6/24/2021,8,control,Control,med,wo,20.6804891
6/24/2021,8,control,ED,med,wo,48.29721362
6/24/2021,8,control,GS,med,wo,55.03258508
6/24/2021,8,control,LD,med,wo,27.97900262
6/24/2021,8,thin,Control,med,wo,32.4260355
6/24/2021,8,thin,ED,med,wo,67.75086505
6/24/2021,8,thin,GS,med,wo,72.68578879
6/24/2021,8,thin,LD,med,wo,21.49855908
6/24/2021,9,control,Control,high,wo,33.86277001
6/24/2021,9,control,ED,high,wo,19.75609756
6/24/2021,9,control,GS,high,wo,32.48347498
6/24/2021,9,control,LD,high,wo,17.26907631
6/24/2021,9,thin,Control,high,wo,8.599348534
6/24/2021,9,thin,ED,high,wo,7.900386432
6/24/2021,9,thin,GS,high,wo,22.12962963
6/24/2021,9,thin,LD,high,wo,23.51059576
6/24/2021,10,control,Control,med,wo,2.83286119
6/24/2021,10,control,ED,med,wo,31.97791165
6/24/2021,10,control,GS,med,wo,24.95626822
6/24/2021,10,control,LD,med,wo,2.101910828
6/24/2021,10,thin,Control,med,wo,6.263982103
6/24/2021,10,thin,ED,med,wo,9.333333333
6/24/2021,10,thin,GS,med,wo,8.337303478
6/24/2021,10,thin,LD,med,wo,10.04953999
6/24/2021,11,control,Control,low,wo,12.30972866
6/24/2021,11,control,ED,low,wo,7.474874372
6/24/2021,11,control,GS,low,wo,11.78128523
6/24/2021,11,control,LD,low,wo,6.051873199
6/24/2021,11,thin,Control,low,wo,17.37722612
6/24/2021,11,thin,ED,low,wo,14.95176849
6/24/2021,11,thin,GS,low,wo,32.56606991
6/24/2021,11,thin,LD,low,wo,11.38273491
6/24/2021,12,control,Control,high,wo,3.109101187
6/24/2021,12,control,ED,high,wo,4.802744425
6/24/2021,12,control,GS,high,wo,16.64759725
6/24/2021,12,control,LD,high,wo,13.63170482
6/24/2021,12,thin,Control,high,wo,30.37511436
6/24/2021,12,thin,ED,high,wo,21.90359976
6/24/2021,12,thin,GS,high,wo,7.005579665
6/24/2021,12,thin,LD,high,wo,6.010703993
1/17/2022,1,control,Control,high,wo,36.1950344
1/17/2022,1,control,ED,high,wo,10.703667
1/17/2022,1,control,GS,high,wo,44.77362821
1/17/2022,1,control,LD,high,wo,2.066486972
1/17/2022,1,thin,Control,high,wo,24.23076923
1/17/2022,1,thin,ED,high,wo,12.66044596
1/17/2022,1,thin,GS,high,wo,8.870714061
1/17/2022,1,thin,LD,high,wo,4.195166439
1/17/2022,2,control,Control,med,wo,22.28729963
1/17/2022,2,control,ED,med,wo,0.946040645
1/17/2022,2,control,GS,med,wo,6.277372263
1/17/2022,2,control,LD,med,wo,16.09467456
1/17/2022,2,thin,Control,med,wo,14.35185185
1/17/2022,2,thin,ED,med,wo,9.33137399
1/17/2022,2,thin,GS,med,wo,36.95944131
1/17/2022,2,thin,LD,med,wo,3.416435826
1/17/2022,3,control,Control,high,wo,25.90825123
1/17/2022,3,control,ED,high,wo,31.0515873
1/17/2022,3,control,GS,high,wo,24.16326531
1/17/2022,3,control,LD,high,wo,24.95564755
1/17/2022,3,thin,Control,high,wo,37.54636234
1/17/2022,3,thin,ED,high,wo,43.42393002
1/17/2022,3,thin,GS,high,wo,37.31150366
1/17/2022,3,thin,LD,high,wo,43.85074627
1/17/2022,4,control,Control,low,wo,2.647342995
1/17/2022,4,control,ED,low,wo,20.96412556
1/17/2022,4,control,GS,low,wo,8.484408992
1/17/2022,4,control,LD,low,wo,3.357664234
1/17/2022,4,thin,Control,low,wo,0.734329924
1/17/2022,4,thin,ED,low,wo,4.128440367
1/17/2022,4,thin,GS,low,wo,0.576764625
1/17/2022,4,thin,LD,low,wo,0
1/17/2022,5,control,Control,low,wo,13.79812358
1/17/2022,5,control,ED,low,wo,3.637660485
1/17/2022,5,control,GS,low,wo,5.631929047
1/17/2022,5,control,LD,low,wo,11.75298805
1/17/2022,5,thin,Control,low,wo,6.158792976
1/17/2022,5,thin,ED,low,wo,3.743676223
1/17/2022,5,thin,GS,low,wo,2.836468886
1/17/2022,5,thin,LD,low,wo,7.272012579
1/17/2022,6,control,Control,low,wo,1.582349008
1/17/2022,6,control,ED,low,wo,14.86671224
1/17/2022,6,control,GS,low,wo,7.295331926
1/17/2022,6,control,LD,low,wo,10.68366674
1/17/2022,6,thin,Control,low,wo,2.310488058
1/17/2022,6,thin,ED,low,wo,8.846510396
1/17/2022,6,thin,GS,low,wo,6.200643463
1/17/2022,6,thin,LD,low,wo,3.875776398
1/17/2022,7,control,Control,med,wo,12.09223847
1/17/2022,7,control,ED,med,wo,27.42759796
1/17/2022,7,control,GS,med,wo,18.22464667
1/17/2022,7,control,LD,med,wo,29.30357512
1/17/2022,7,thin,Control,med,wo,14.72059143
1/17/2022,7,thin,ED,med,wo,8.402489627
1/17/2022,7,thin,GS,med,wo,17.52496059
1/17/2022,7,thin,LD,med,wo,15.13360132
1/17/2022,8,control,Control,med,wo,28.34094368
1/17/2022,8,control,ED,med,wo,21.41939627
1/17/2022,8,control,GS,med,wo,11.54179925
1/17/2022,8,control,LD,med,wo,31.54077039
1/17/2022,8,thin,Control,med,wo,36.97767602
1/17/2022,8,thin,ED,med,wo,56.38166047
1/17/2022,8,thin,GS,med,wo,63.91194515
1/17/2022,8,thin,LD,med,wo,12.13056903
1/17/2022,9,control,Control,high,wo,20.7253886
1/17/2022,9,control,ED,high,wo,4.054982818
1/17/2022,9,control,GS,high,wo,9.779588813
1/17/2022,9,control,LD,high,wo,2.286460885
1/17/2022,9,thin,Control,high,wo,29.010885
1/17/2022,9,thin,ED,high,wo,10.91639284
1/17/2022,9,thin,GS,high,wo,9.69723563
1/17/2022,9,thin,LD,high,wo,8.199038733
1/17/2022,10,control,Control,med,wo,0.890969496
1/17/2022,10,control,ED,med,wo,26.30761264
1/17/2022,10,control,GS,med,wo,14.19024282
1/17/2022,10,control,LD,med,wo,0.358890701
1/17/2022,10,thin,Control,med,wo,4.202586207
1/17/2022,10,thin,ED,med,wo,0.593201004
1/17/2022,10,thin,GS,med,wo,4.819791
1/17/2022,10,thin,LD,med,wo,3.505590813
1/17/2022,11,control,Control,low,wo,19.52767902
1/17/2022,11,control,ED,low,wo,21.94435761
1/17/2022,11,control,GS,low,wo,14.51714707
1/17/2022,11,control,LD,low,wo,15.36834007
1/17/2022,11,thin,Control,low,wo,0.382995021
1/17/2022,11,thin,ED,low,wo,0.393391031
1/17/2022,11,thin,GS,low,wo,0.177935943
1/17/2022,11,thin,LD,low,wo,0.26446281
1/17/2022,12,control,Control,high,wo,2.928176796
1/17/2022,12,control,ED,high,wo,5.069670916
1/17/2022,12,control,GS,high,wo,12.82433642
1/17/2022,12,control,LD,high,wo,1.259445844
1/17/2022,12,thin,Control,high,wo,11.27358491
1/17/2022,12,thin,ED,high,wo,17.96971953
1/17/2022,12,thin,GS,high,wo,40.73071719
1/17/2022,12,thin,LD,high,wo,26.92307692
4/12/2022,1,control,Control,high,wo,33.71537727
4/12/2022,1,control,ED,high,wo,45.55634554
4/12/2022,1,control,GS,high,wo,34.52215102
4/12/2022,1,control,LD,high,wo,30.44871795
4/12/2022,1,thin,Control,high,wo,18.40087623
4/12/2022,1,thin,ED,high,wo,27.95497186
4/12/2022,1,thin,GS,high,wo,12.82271945
4/12/2022,1,thin,LD,high,wo,17.51474926
4/12/2022,2,control,Control,med,wo,20.01545595
4/12/2022,2,control,ED,med,wo,18.20867959
4/12/2022,2,control,GS,med,wo,7.921406412
4/12/2022,2,control,LD,med,wo,26.04709689
4/12/2022,2,thin,Control,med,wo,25.29387921
4/12/2022,2,thin,ED,med,wo,16.7942828
4/12/2022,2,thin,GS,med,wo,30.36750484
4/12/2022,2,thin,LD,med,wo,3.694231316
4/12/2022,3,control,Control,high,wo,44.80801336
4/12/2022,3,control,ED,high,wo,33.31552231
4/12/2022,3,control,GS,high,wo,21.80381218
4/12/2022,3,control,LD,high,wo,33.3707739
4/12/2022,3,thin,Control,high,wo,58.48358761
4/12/2022,3,thin,ED,high,wo,44.36789528
4/12/2022,3,thin,GS,high,wo,60.70409134
4/12/2022,3,thin,LD,high,wo,57.14285714
4/12/2022,4,control,Control,low,wo,3.068381064
4/12/2022,4,control,ED,low,wo,16.00921394
4/12/2022,4,control,GS,low,wo,8.822652757
4/12/2022,4,control,LD,low,wo,6.162196679
4/12/2022,4,thin,Control,low,wo,3.886925795
4/12/2022,4,thin,ED,low,wo,3.437660339
4/12/2022,4,thin,GS,low,wo,4.570383912
4/12/2022,4,thin,LD,low,wo,0
4/12/2022,5,control,Control,low,wo,19.86919963
4/12/2022,5,control,ED,low,wo,26.49612767
4/12/2022,5,control,GS,low,wo,8.313539192
4/12/2022,5,control,LD,low,wo,21.54240182
4/12/2022,5,thin,Control,low,wo,8.338332334
4/12/2022,5,thin,ED,low,wo,15.36955458
4/12/2022,5,thin,GS,low,wo,8.950617284
4/12/2022,5,thin,LD,low,wo,7.689039932
4/12/2022,6,control,Control,low,wo,4.892086331
4/12/2022,6,control,ED,low,wo,9.87026202
4/12/2022,6,control,GS,low,wo,5.329070077
4/12/2022,6,control,LD,low,wo,11.74099946
4/12/2022,6,thin,Control,low,wo,9.856683241
4/12/2022,6,thin,ED,low,wo,6.293222683
4/12/2022,6,thin,GS,low,wo,6.696878147
4/12/2022,6,thin,LD,low,wo,8.184599694
4/12/2022,7,control,Control,med,wo,14.13660086
4/12/2022,7,control,ED,med,wo,18.64241637
4/12/2022,7,control,GS,med,wo,23.28474938
4/12/2022,7,control,LD,med,wo,29.20730183
4/12/2022,7,thin,Control,med,wo,10.00514403
4/12/2022,7,thin,ED,med,wo,4.095792301
4/12/2022,7,thin,GS,med,wo,5.398230088
4/12/2022,7,thin,LD,med,wo,5.605430261
4/12/2022,8,control,Control,med,wo,37.22222222
4/12/2022,8,control,ED,med,wo,47.39709443
4/12/2022,8,control,GS,med,wo,13.99631676
4/12/2022,8,control,LD,med,wo,31.81692859
4/12/2022,8,thin,Control,med,wo,28.19103973
4/12/2022,8,thin,ED,med,wo,69.44253269
4/12/2022,8,thin,GS,med,wo,57.24381625
4/12/2022,8,thin,LD,med,wo,16.35972255
4/12/2022,9,control,Control,high,wo,20.01731227
4/12/2022,9,control,ED,high,wo,14.62829736
4/12/2022,9,control,GS,high,wo,13.02548464
4/12/2022,9,control,LD,high,wo,12.71141649
4/12/2022,9,thin,Control,high,wo,3.93194707
4/12/2022,9,thin,ED,high,wo,3.674540682
4/12/2022,9,thin,GS,high,wo,19.32318105
4/12/2022,9,thin,LD,high,wo,9.645817634
4/12/2022,10,control,Control,med,wo,4.954472416
4/12/2022,10,control,ED,med,wo,33.54953191
4/12/2022,10,control,GS,med,wo,20.89994079
4/12/2022,10,control,LD,med,wo,1.886227545
4/12/2022,10,thin,Control,med,wo,9.622762148
4/12/2022,10,thin,ED,med,wo,3.629032258
4/12/2022,10,thin,GS,med,wo,6.119213697
4/12/2022,10,thin,LD,med,wo,4.580631667
4/12/2022,11,control,Control,low,wo,21.17180866
4/12/2022,11,control,ED,low,wo,25.51978538
4/12/2022,11,control,GS,low,wo,21.67469433
4/12/2022,11,control,LD,low,wo,32.28711088
4/12/2022,11,thin,Control,low,wo,2.491909385
4/12/2022,11,thin,ED,low,wo,1.916932907
4/12/2022,11,thin,GS,low,wo,8.385933273
4/12/2022,11,thin,LD,low,wo,2.095973525
4/12/2022,12,control,Control,high,wo,8.421913328
4/12/2022,12,control,ED,high,wo,16.03980435
4/12/2022,12,control,GS,high,wo,12.56526279
4/12/2022,12,control,LD,high,wo,5.546075085
4/12/2022,12,thin,Control,high,wo,16.50618982
4/12/2022,12,thin,ED,high,wo,23.12487824
4/12/2022,12,thin,GS,high,wo,60.33776868
4/12/2022,12,thin,LD,high,wo,32.03252033
6/24/2022,1,control,Control,high,wo,33.22091062
6/24/2022,1,control,ED,high,wo,49.20424403
6/24/2022,1,control,GS,high,wo,18.89655172
6/24/2022,1,control,LD,high,wo,17.87401575
6/24/2022,1,thin,Control,high,wo,22.04081633
6/24/2022,1,thin,ED,high,wo,22.02541394
6/24/2022,1,thin,GS,high,wo,15.73650503
6/24/2022,1,thin,LD,high,wo,23.76194613
6/24/2022,2,control,Control,med,wo,18.60754248
6/24/2022,2,control,ED,med,wo,9.085303186
6/24/2022,2,control,GS,med,wo,5.065294816
6/24/2022,2,control,LD,med,wo,19.39664804
6/24/2022,2,thin,Control,med,wo,35.39387309
6/24/2022,2,thin,ED,med,wo,10.85173502
6/24/2022,2,thin,GS,med,wo,30.86857432
6/24/2022,2,thin,LD,med,wo,4.976019185
6/24/2022,3,control,Control,high,wo,33.81712627
6/24/2022,3,control,ED,high,wo,26.87867567
6/24/2022,3,control,GS,high,wo,23.18015453
6/24/2022,3,control,LD,high,wo,16.43366619
6/24/2022,3,thin,Control,high,wo,63.50794585
6/24/2022,3,thin,ED,high,wo,43.71352785
6/24/2022,3,thin,GS,high,wo,53.53585657
6/24/2022,3,thin,LD,high,wo,64.78962354
6/24/2022,4,control,Control,low,wo,5.096952909
6/24/2022,4,control,ED,low,wo,7.013171947
6/24/2022,4,control,GS,low,wo,6.676783005
6/24/2022,4,control,LD,low,wo,3.982683983
6/24/2022,4,thin,Control,low,wo,2.553485162
6/24/2022,4,thin,ED,low,wo,2.853598015
6/24/2022,4,thin,GS,low,wo,0
6/24/2022,4,thin,LD,low,wo,2.010968921
6/24/2022,5,control,Control,low,wo,26.84787792
6/24/2022,5,control,ED,low,wo,24.02082862
6/24/2022,5,control,GS,low,wo,14.71249598
6/24/2022,5,control,LD,low,wo,25.87968218
6/24/2022,5,thin,Control,low,wo,10.27190332
6/24/2022,5,thin,ED,low,wo,12.7340824
6/24/2022,5,thin,GS,low,wo,5.346679688
6/24/2022,5,thin,LD,low,wo,7.64493523
6/24/2022,6,control,Control,low,wo,9.317877842
6/24/2022,6,control,ED,low,wo,10.80929712
6/24/2022,6,control,GS,low,wo,6.890072033
6/24/2022,6,control,LD,low,wo,12.80816095
6/24/2022,6,thin,Control,low,wo,9.314671815
6/24/2022,6,thin,ED,low,wo,7.786391042
6/24/2022,6,thin,GS,low,wo,9.157650696
6/24/2022,6,thin,LD,low,wo,8.71996686
6/24/2022,7,control,Control,med,wo,22.22757956
6/24/2022,7,control,ED,med,wo,32.28391528
6/24/2022,7,control,GS,med,wo,24.80774708
6/24/2022,7,control,LD,med,wo,17.65799257
6/24/2022,7,thin,Control,med,wo,37.29799612
6/24/2022,7,thin,ED,med,wo,5.718475073
6/24/2022,7,thin,GS,med,wo,5.513239028
6/24/2022,7,thin,LD,med,wo,5.151584226
6/24/2022,8,control,Control,med,wo,27.68240343
6/24/2022,8,control,ED,med,wo,53.07950728
6/24/2022,8,control,GS,med,wo,13.31360947
6/24/2022,8,control,LD,med,wo,19.47236181
6/24/2022,8,thin,Control,med,wo,32.3902439
6/24/2022,8,thin,ED,med,wo,56.94572217
6/24/2022,8,thin,GS,med,wo,51.07014198
6/24/2022,8,thin,LD,med,wo,16.32773939
6/24/2022,9,control,Control,high,wo,21.79962894
6/24/2022,9,control,ED,high,wo,16.7953668
6/24/2022,9,control,GS,high,wo,15.12568306
6/24/2022,9,control,LD,high,wo,3.458401305
6/24/2022,9,thin,Control,high,wo,13.50235849
6/24/2022,9,thin,ED,high,wo,6.312056738
6/24/2022,9,thin,GS,high,wo,18.80770245
6/24/2022,9,thin,LD,high,wo,8.048289738
6/24/2022,10,control,Control,med,wo,3.026481715
6/24/2022,10,control,ED,med,wo,26.15146832
6/24/2022,10,control,GS,med,wo,26.10619469
6/24/2022,10,control,LD,med,wo,1.363271852
6/24/2022,10,thin,Control,med,wo,7.485465116
6/24/2022,10,thin,ED,med,wo,6.268364349
6/24/2022,10,thin,GS,med,wo,3.939720129
6/24/2022,10,thin,LD,med,wo,6.089049338
6/24/2022,11,control,Control,low,wo,25.90529248
6/24/2022,11,control,ED,low,wo,19.96779388
6/24/2022,11,control,GS,low,wo,25.16722408
6/24/2022,11,control,LD,low,wo,35.67518248
6/24/2022,11,thin,Control,low,wo,2.28198859
6/24/2022,11,thin,ED,low,wo,0.698757764
6/24/2022,11,thin,GS,low,wo,5.138169257
6/24/2022,11,thin,LD,low,wo,7.262103506
6/24/2022,12,control,Control,high,wo,2.672035139
6/24/2022,12,control,ED,high,wo,28.55280313
6/24/2022,12,control,GS,high,wo,10.4010877
6/24/2022,12,control,LD,high,wo,9.3953893
6/24/2022,12,thin,Control,high,wo,17.4930028
6/24/2022,12,thin,ED,high,wo,22.2480878
6/24/2022,12,thin,GS,high,wo,38.44444444
6/24/2022,12,thin,LD,high,wo,26.10155266
6/24/2021,1,control,Control,high,meso,6.210443038
6/24/2021,1,control,ED,high,meso,11.60179641
6/24/2021,1,control,GS,high,meso,3.159406415
6/24/2021,1,control,LD,high,meso,9.714795009
6/24/2021,1,thin,Control,high,meso,25.6656017
6/24/2021,1,thin,ED,high,meso,2.072909221
6/24/2021,1,thin,GS,high,meso,14.02757965
6/24/2021,1,thin,LD,high,meso,2.370292336
6/24/2021,2,control,Control,med,meso,9.567387687
6/24/2021,2,control,ED,med,meso,5.74500768
6/24/2021,2,control,GS,med,meso,3.775680178
6/24/2021,2,control,LD,med,meso,8.040201005
6/24/2021,2,thin,Control,med,meso,31.997997
6/24/2021,2,thin,ED,med,meso,25.03364738
6/24/2021,2,thin,GS,med,meso,24.34099832
6/24/2021,2,thin,LD,med,meso,23.73500261
6/24/2021,3,control,Control,high,meso,0.544285007
6/24/2021,3,control,ED,high,meso,1.12
6/24/2021,3,control,GS,high,meso,7.538237436
6/24/2021,3,control,LD,high,meso,4.784978801
6/24/2021,3,thin,Control,high,meso,3.939393939
6/24/2021,3,thin,ED,high,meso,3.603603604
6/24/2021,3,thin,GS,high,meso,3.783783784
6/24/2021,3,thin,LD,high,meso,4.84773151
6/24/2021,4,control,Control,low,meso,20.2501489
6/24/2021,4,control,ED,low,meso,2.249357326
6/24/2021,4,control,GS,low,meso,28.57142857
6/24/2021,4,control,LD,low,meso,6.380952381
6/24/2021,4,thin,Control,low,meso,24.84177215
6/24/2021,4,thin,ED,low,meso,50.75471698
6/24/2021,4,thin,GS,low,meso,28.23104693
6/24/2021,4,thin,LD,low,meso,46.7268623
6/24/2021,5,control,Control,low,meso,8.375451264
6/24/2021,5,control,ED,low,meso,2.900232019
6/24/2021,5,control,GS,low,meso,8.282828283
6/24/2021,5,control,LD,low,meso,6.088362069
6/24/2021,5,thin,Control,low,meso,2.046892445
6/24/2021,5,thin,ED,low,meso,8.809359945
6/24/2021,5,thin,GS,low,meso,9.607351713
6/24/2021,5,thin,LD,low,meso,3.273679616
6/24/2021,6,control,Control,low,meso,4.580152672
6/24/2021,6,control,ED,low,meso,6.526145116
6/24/2021,6,control,GS,low,meso,3.044719315
6/24/2021,6,control,LD,low,meso,8.563782337
6/24/2021,6,thin,Control,low,meso,1.380071764
6/24/2021,6,thin,ED,low,meso,1.012206014
6/24/2021,6,thin,GS,low,meso,3.211805556
6/24/2021,6,thin,LD,low,meso,0.491729996
6/24/2021,7,control,Control,med,meso,28.64534337
6/24/2021,7,control,ED,med,meso,5.723370429
6/24/2021,7,control,GS,med,meso,24.1749503
6/24/2021,7,control,LD,med,meso,2.223719677
6/24/2021,7,thin,Control,med,meso,0.858585859
6/24/2021,7,thin,ED,med,meso,3.899371069
6/24/2021,7,thin,GS,med,meso,0.802139037
6/24/2021,7,thin,LD,med,meso,1.250781739
6/24/2021,8,control,Control,med,meso,2.764486975
6/24/2021,8,control,ED,med,meso,5.417956656
6/24/2021,8,control,GS,med,meso,5.28602462
6/24/2021,8,control,LD,med,meso,1.417322835
6/24/2021,8,thin,Control,med,meso,4.733727811
6/24/2021,8,thin,ED,med,meso,7.6816609
6/24/2021,8,thin,GS,med,meso,2.933507171
6/24/2021,8,thin,LD,med,meso,1.729106628
6/24/2021,9,control,Control,high,meso,0.952986023
6/24/2021,9,control,ED,high,meso,5.12195122
6/24/2021,9,control,GS,high,meso,1.03871577
6/24/2021,9,control,LD,high,meso,2.97188755
6/24/2021,9,thin,Control,high,meso,12.11726384
6/24/2021,9,thin,ED,high,meso,5.152425934
6/24/2021,9,thin,GS,high,meso,12.08333333
6/24/2021,9,thin,LD,high,meso,15.5937625
6/24/2021,10,control,Control,med,meso,1.359773371
6/24/2021,10,control,ED,med,meso,2.610441767
6/24/2021,10,control,GS,med,meso,1.807580175
6/24/2021,10,control,LD,med,meso,3.694267516
6/24/2021,10,thin,Control,med,meso,7.55033557
6/24/2021,10,thin,ED,med,meso,6.585858586
6/24/2021,10,thin,GS,med,meso,3.287279657
6/24/2021,10,thin,LD,med,meso,4.352441614
6/24/2021,11,control,Control,low,meso,10.12574454
6/24/2021,11,control,ED,low,meso,7.851758794
6/24/2021,11,control,GS,low,meso,13.24689966
6/24/2021,11,control,LD,low,meso,6.844380403
6/24/2021,11,thin,Control,low,meso,17.37722612
6/24/2021,11,thin,ED,low,meso,14.79099678
6/24/2021,11,thin,GS,low,meso,5.541346974
6/24/2021,11,thin,LD,low,meso,20.12987013
6/24/2021,12,control,Control,high,meso,2.430751837
6/24/2021,12,control,ED,high,meso,6.232132647
6/24/2021,12,control,GS,high,meso,4.919908467
6/24/2021,12,control,LD,high,meso,1.947386402
6/24/2021,12,thin,Control,high,meso,31.19853614
6/24/2021,12,thin,ED,high,meso,38.13300793
6/24/2021,12,thin,GS,high,meso,3.657780533
6/24/2021,12,thin,LD,high,meso,8.604363936
1/17/2022,1,control,Control,high,meso,28.4774155
1/17/2022,1,control,ED,high,meso,12.28939544
1/17/2022,1,control,GS,high,meso,19.98748174
1/17/2022,1,control,LD,high,meso,15.63342318
1/17/2022,1,thin,Control,high,meso,28.33333333
1/17/2022,1,thin,ED,high,meso,0.074473212
1/17/2022,1,thin,GS,high,meso,26.86379365
1/17/2022,1,thin,LD,high,meso,0.638394893
1/17/2022,2,control,Control,med,meso,13.31689273
1/17/2022,2,control,ED,med,meso,2.522775053
1/17/2022,2,control,GS,med,meso,26.56934307
1/17/2022,2,control,LD,med,meso,5.443786982
1/17/2022,2,thin,Control,med,meso,19.53703704
1/17/2022,2,thin,ED,med,meso,1.836884644
1/17/2022,2,thin,GS,med,meso,23.15337094
1/17/2022,2,thin,LD,med,meso,18.19021237
1/17/2022,3,control,Control,high,meso,12.39224138
1/17/2022,3,control,ED,high,meso,2.447089947
1/17/2022,3,control,GS,high,meso,10.08163265
1/17/2022,3,control,LD,high,meso,5.085748078
1/17/2022,3,thin,Control,high,meso,6.019971469
1/17/2022,3,thin,ED,high,meso,6.466729147
1/17/2022,3,thin,GS,high,meso,0.77552779
1/17/2022,3,thin,LD,high,meso,3.044776119
1/17/2022,4,control,Control,low,meso,7.594202899
