Site,Plot,Little_type,Pct_wt,Load_wt,BA_m2ha,BA_ft2a,Pine_m2ha,Pine_ft2a,Pine_pctBAft2a
Talladega,92,Sweetgum,0,0,55.37975406,241.2270725,24.41627079,106.3541293,44.08880322
Talladega,93,Sweetgum,0,0,42.97950225,187.2131735,26.24059071,114.3006318,61.05373338
Talladega,94,Sweetgum,0.233863424,0.83325,28.73381499,125.1607955,20.2332993,88.13364451,70.41633457
Talladega,95,Sweetgum,0.471809389,2.222,27.61484702,120.2867152,21.81933199,95.0421985,79.01304674
Talladega,96,Sweetgum,1.34589502,8.888,39.34708722,171.3908417,30.66697306,133.5813829,77.9396271
Talladega,97,Sweetgum,0,0,39.11679594,170.3877226,27.3383267,119.0822283,69.88897233
Talladega,98,Sweetgum,0,0,41.55358275,181.0020519,27.90095473,121.5329635,67.14452252
Talladega,99,Sweetgum,3.258172403,16.7761,74.24077663,323.3832564,32.42616087,141.2441783,43.6770227
Talladega,100,Sweetgum,0,0,34.65955542,150.9725572,21.46335671,93.49161607,61.92623203
Talladega,101,Sweetgum,0.26035503,1.2221,34.89182628,151.9842991,19.18862385,83.58317285,54.9946102
Talladega,102,Sweetgum,0,0,27.65137224,120.4458143,18.60984865,81.06210268,67.30171833
Tuskegee,1,Sweetgum,11.24694377,76.659,51.9558161,226.3128399,24.84300639,108.2129346,47.8156408
Tuskegee,2,Sweetgum,16.88326758,80.82525,38.37685955,167.164655,29.06312414,126.5952237,75.73085572
Tuskegee,2.2,Sweetgum,15.09152036,67.3266,29.85080338,130.026253,24.93748288,108.624462,83.5404078
Tuskegee,3,Sweetgum,4.349030471,26.16405,39.2672053,171.0428863,26.31107933,114.6076711,67.00522517
Tuskegee,3.2,Sweetgum,12.54673868,67.1044,36.54594103,159.1894098,25.22277546,109.8671597,69.01662607
Tuskegee,6,Sweetgum,2.043343653,12.83205,42.7700548,186.3008474,16.38138365,71.35519629,38.30105836
Tuskegee,7,Sweetgum,22.44297277,118.59925,31.20677768,135.9327023,27.02601866,117.7218547,86.60304158
Tuskegee,7.2,Sweetgum,9.524248571,57.38315,59.30708787,258.3340325,39.68870083,172.8788665,66.92067043
Tuskegee,8,Sweetgum,22.42979943,108.71135,51.06290854,222.4234497,32.378845,141.0380765,63.40971543
Tuskegee,9,Sweetgum,4.413269034,16.7761,61.47585492,267.7809023,31.8433877,138.7056935,51.7982023
Tuskegee,12,Sweetgum,0.34998883,2.61085,27.03436395,117.7582057,15.4499713,67.29808409,57.14937969
Tuskegee,17,Sweetgum,8.194383502,41.49585,45.34098734,197.4994983,33.70376704,146.8092662,74.3339945
Tuskegee,34,Sweetgum,8.841099164,49.3284,43.36295877,188.8834607,30.62016178,133.377479,70.61363579
Tuskegee,35,Sweetgum,15.1727043,100.04555,36.30955574,158.159746,24.90546024,108.4849755,68.59202689
Tuskegee,36,Sweetgum,12.19439028,45.16215,60.82954107,264.9656424,18.67614521,81.35088196,30.70242663
Tuskegee,37,Sweetgum,18.46041591,112.4332,38.45759541,167.51633,23.81071303,103.7163977,61.91420126
Tuskegee,38,Sweetgum,12.35255995,52.93915,40.150836,174.8918678,14.58559299,63.53296359,36.32699701
Tuskegee,39,Sweetgum,10.09893822,46.49535,35.86174343,156.2091332,24.53601605,106.8757242,68.41835814
Tuskegee,40,Sweetgum,12.45483016,57.4387,48.89930393,212.9990668,34.78578283,151.5223875,71.1375828
Tuskegee,41,Sweetgum,2.995125705,25.94185,36.53732403,159.1518753,33.74941386,147.0080978,92.36969249
Tuskegee,42,Sweetgum,0,0,37.92889197,165.2133659,28.81059169,125.4952249,75.95948682
Tuskegee,43,Sweetgum,0.384800385,1.7776,15.74877161,68.59961975,7.508745515,32.70712789,47.67829328
Tuskegee,44,Sweetgum,0,0,33.58002381,146.2702566,14.41868713,62.80594315,42.93828739
Tuskegee,45,Sweetgum,1.588655507,8.27695,28.74965164,125.2297779,12.47256475,54.32888483,43.38335957
Tuskegee,47,Sweetgum,0,0,30.89897221,134.5919413,11.83657577,51.5585988,38.30734463
Tuskegee,48,Sweetgum,2.081377152,7.38815,29.22145182,127.2848787,10.77035782,46.91429079,36.85770947
Tuskegee,49,Sweetgum,7.827809047,41.71805,50.37215115,219.4145995,36.91554048,160.7993374,73.28561443
Tuskegee,50,Sweetgum,11.7444294,52.9947,60.3770321,262.9945717,37.90067323,165.0904487,62.77332936
Tuskegee,51,Sweetgum,24.26759948,92.49075,54.66007926,238.0922618,44.60124503,194.277276,81.59747592
CR,103,Water oak,0.894764957,3.72185,35.74192054,155.6872002,29.55933916,128.7566724,82.70215678
CR,104,Water oak,0,0,29.56523909,128.7823717,16.82418879,73.28399842,56.90530268
CR,105,Water oak,0,0,42.99401918,187.2764074,20.70909746,90.20615998,48.16739131
CR,106,Water oak,0.379116118,1.94425,26.18927686,114.0771153,20.15881271,87.8091905,76.97353695
CR,107,Water oak,0,0,34.59034771,150.6710973,30.69569639,133.7064981,88.74064137
Kreher,19,Water oak,8.143259245,46.60645,67.60785994,294.491126,27.78474167,121.0267544,41.09691047
Kreher,20,Water oak,2.563083648,14.3319,58.52973351,254.9479771,40.48224118,176.335426,69.16525795
Kreher,21,Water oak,14.56592488,91.9908,47.37855861,206.3748961,29.04406582,126.5122081,61.30213049
Kreher,22,Water oak,15.43817164,113.322,39.68346076,172.8560415,15.59032748,67.90945756,39.28671337
Kreher,23,Water oak,5.060274741,20.05355,51.2384314,223.1880046,23.27478994,101.3819858,45.42447789
MOT,24,Water oak,12.45954693,68.4376,47.33236839,206.1736975,30.28984343,131.9386549,63.99393157
MOT,25,Water oak,11.40967688,75.71465,42.44439429,184.8823121,33.15220138,144.4067172,78.10737304
MOT,26,Water oak,17.76963149,102.3231,30.13563018,131.2669218,17.52837628,76.35134838,58.16495682
MOT,27,Water oak,43.09140601,157.6509,30.93817568,134.7627066,9.820624633,42.77737542,31.74273989
MOT,28,Water oak,15.9500799,116.4328,48.50121404,211.2650385,29.70776893,129.4032133,61.25159857
MOT,29,Water oak,17.70896992,144.8744,29.1478968,126.9644825,10.76911573,46.90888041,36.94645895
MOT,30,Water oak,38.77037392,179.70425,41.62546872,181.3151779,17.26617881,75.20924999,41.47984237
MOT,31,Water oak,13.62975631,88.5467,41.1254498,179.1371599,31.27330713,136.222496,76.04368411
MOT,32,Water oak,38.55676329,141.8747,25.50306087,111.0880468,4.20653239,18.32311304,16.49422559
MOT,33,Water oak,16.57126503,64.3269,34.88619806,151.9597833,16.88978668,73.56973436,48.41395056
MOT,52,Water oak,12.03784826,38.16285,26.66546317,116.1513215,9.34816459,40.71940035,35.05719937
MOT,53,Water oak,6.347727037,34.05215,31.79851719,138.5102433,16.75699948,72.99133043,52.69742417
MOT,54,Water oak,7.330677291,45.9954,38.75845293,168.8268266,25.435988,110.795886,65.62694344
MOT,55,Water oak,1.853568119,9.999,51.18172223,222.9409868,22.86202786,99.58404735,44.6683442
MOT,56,Water oak,3.777544596,17.9982,28.45512101,123.9468404,13.58629265,59.18014005,47.74638858
MOT,57,Water oak,2.033101757,11.05445,38.90657218,169.4720149,19.38964838,84.4588098,49.83643456
MOT,58,Water oak,1.159077469,5.4439,33.85836845,147.48269,9.703829343,42.26863019,28.66006186
MOT,59,Water oak,31.5882561,148.81845,46.87547329,204.1835213,29.84307913,129.9926071,63.66459265
MOT,60,Water oak,2.908618979,21.16455,51.73565562,225.3538492,37.06218475,161.4381009,71.63760525
Talladega,61,Water oak,0,0,22.67703405,98.77823818,12.23175452,53.2799465,53.93895202
Talladega,62,Water oak,0.300128627,1.16655,43.82435645,190.8932495,30.20394514,131.5644929,68.92045331
Talladega,63,Water oak,0.083343255,0.38885,45.41042795,197.8019726,31.85837041,138.7709562,70.15650773
Talladega,64,Water oak,0,0,30.77736382,134.0622308,21.73622839,94.68020995,70.62407464
Talladega,65,Water oak,0,0,72.82164981,317.2017228,53.57911149,233.3837055,73.57580011
Talladega,66,Water oak,0,0,58.45936134,254.641445,12.34699719,53.78192875,21.12065016
Talladega,67,Water oak,3.253069686,11.3322,41.97379738,182.8324527,10.49566182,45.71775041,25.00527107
Talladega,68,Water oak,2.267836451,7.61035,36.51353024,159.0482326,5.321774088,23.18096217,14.57480023
Talladega,69,Water oak,0,0,51.80692054,225.6642701,13.32192152,58.02857349,25.71455971
Talladega,70,Water oak,0.116435289,0.72215,28.20417999,122.8537736,27.32912747,119.0421576,96.89743678
Talladega,71,Water oak,0,0,33.29764238,145.0402395,33.29764238,145.0402395,100
Talladega,72,Water oak,0,0,23.97579457,104.4354716,22.2225455,96.79854462,92.68742041
Talladega,74,Water oak,0,0,21.4714303,93.52678357,10.1443832,44.187626,47.24595919
Talladega,75,Water oak,4.030539773,12.60985,18.45753735,80.39865426,3.851449866,16.77641932,20.86654245
Talladega,76,Water oak,0,0,25.30758693,110.2365875,13.53338737,58.94969148,53.47561351
Talladega,77,Water oak,0,0,37.10977233,161.6453863,16.88951497,73.56855084,45.51231094
Talladega,78,Water oak,0,0,47.69393307,207.7486266,9.395790984,40.92685479,19.70018067
Talladega,79,Water oak,0,0,40.34898819,175.7549932,25.124301,109.4382176,62.26748703
Talladega,80,Water oak,0,0,48.68182171,212.0517423,26.81272849,116.7927902,55.07749615
Talladega,81,Water oak,0,0,39.32026584,171.2740112,17.23186607,75.05978811,43.82438852
Talladega,82,Water oak,0,0,35.05248288,152.6840986,21.60969046,94.12902701,61.64952858
Talladega,83,Water oak,0,0,21.64571107,94.28592817,10.97697175,47.81427447,50.71199425
Talladega,84,Water oak,0,0,30.97322591,134.9153809,12.75851719,55.57445682,41.19208384
Talladega,85,Water oak,0,0,31.28468002,136.2720348,22.56380977,98.28504781,72.12415075
Talladega,86,Water oak,0,0,32.82234882,142.969922,15.91276633,69.3139596,48.48149781
Talladega,87,Water oak,0,0,36.71738828,159.936212,27.28336421,118.8428188,74.30638585
Talladega,88,Water oak,0.272944388,1.3332,33.81431307,147.2907904,21.37734197,93.11694693,63.21980259
Talladega,89,Water oak,0,0,32.99973482,143.7425925,28.66965327,124.8813153,86.87843535
Talladega,91,Water oak,0,0,42.77634288,186.3282374,15.32995433,66.77530567,35.83745899
Talladega,92,Water oak,0,0,55.37975406,241.2270725,24.41627079,106.3541293,44.08880322
Talladega,93,Water oak,0,0,42.97950225,187.2131735,26.24059071,114.3006318,61.05373338
Talladega,94,Water oak,0.218272529,0.7777,28.73381499,125.1607955,20.2332993,88.13364451,70.41633457
Talladega,95,Water oak,0,0,27.61484702,120.2867152,21.81933199,95.0421985,79.01304674
Talladega,96,Water oak,0,0,39.34708722,171.3908417,30.66697306,133.5813829,77.9396271
Talladega,97,Water oak,0,0,39.11679594,170.3877226,27.3383267,119.0822283,69.88897233
Talladega,98,Water oak,0,0,41.55358275,181.0020519,27.90095473,121.5329635,67.14452252
Talladega,99,Water oak,0.172618405,0.8888,74.24077663,323.3832564,32.42616087,141.2441783,43.6770227
Talladega,100,Water oak,0,0,34.65955542,150.9725572,21.46335671,93.49161607,61.92623203
Talladega,101,Water oak,0.295857988,1.38875,34.89182628,151.9842991,19.18862385,83.58317285,54.9946102
Talladega,102,Water oak,0,0,27.65137224,120.4458143,18.60984865,81.06210268,67.30171833
Tuskegee,1,Water oak,33.25183374,226.644,51.9558161,226.3128399,24.84300639,108.2129346,47.8156408
Tuskegee,2,Water oak,42.10953818,201.59095,38.37685955,167.164655,29.06312414,126.5952237,75.73085572
Tuskegee,2.2,Water oak,22.31353505,99.5456,29.85080338,130.026253,24.93748288,108.624462,83.5404078
Tuskegee,3,Water oak,43.58264081,262.196,39.2672053,171.0428863,26.31107933,114.6076711,67.00522517
Tuskegee,3.2,Water oak,15.76651433,84.3249,36.54594103,159.1894098,25.22277546,109.8671597,69.01662607
Tuskegee,6,Water oak,14.28571429,89.71325,42.7700548,186.3008474,16.38138365,71.35519629,38.30105836
Tuskegee,7,Water oak,1.124776621,5.94385,31.20677768,135.9327023,27.02601866,117.7218547,86.60304158
Tuskegee,7.2,Water oak,4.76673428,28.71935,59.30708787,258.3340325,39.68870083,172.8788665,66.92067043
Tuskegee,8,Water oak,1.35243553,6.5549,51.06290854,222.4234497,32.378845,141.0380765,63.40971543
Tuskegee,9,Water oak,29.38769546,111.71105,61.47585492,267.7809023,31.8433877,138.7056935,51.7982023
Tuskegee,12,Water oak,0.618065381,4.61065,27.03436395,117.7582057,15.4499713,67.29808409,57.14937969
Tuskegee,17,Water oak,28.72970601,145.48545,45.34098734,197.4994983,33.70376704,146.8092662,74.3339945
Tuskegee,34,Water oak,7.377538829,41.16255,43.36295877,188.8834607,30.62016178,133.377479,70.61363579
Tuskegee,35,Water oak,5.307497894,34.9965,36.30955574,158.159746,24.90546024,108.4849755,68.59202689
Tuskegee,36,Water oak,38.0980951,141.097,60.82954107,264.9656424,18.67614521,81.35088196,30.70242663
Tuskegee,37,Water oak,1.805910252,10.9989,38.45759541,167.51633,23.81071303,103.7163977,61.91420126
Tuskegee,38,Water oak,20.85547634,89.37995,40.150836,174.8918678,14.58559299,63.53296359,36.32699701
Tuskegee,39,Water oak,12.08976834,55.6611,35.86174343,156.2091332,24.53601605,106.8757242,68.41835814
Tuskegee,40,Water oak,10.82871597,49.93945,48.89930393,212.9990668,34.78578283,151.5223875,71.1375828
Tuskegee,41,Water oak,25.48742945,220.7557,36.53732403,159.1518753,33.74941386,147.0080978,92.36969249
Tuskegee,42,Water oak,32.9556446,132.48675,37.92889197,165.2133659,28.81059169,125.4952249,75.95948682
Tuskegee,43,Water oak,47.43867244,219.14475,15.74877161,68.59961975,7.508745515,32.70712789,47.67829328
Tuskegee,44,Water oak,59.3226601,267.58435,33.58002381,146.2702566,14.41868713,62.80594315,42.93828739
Tuskegee,45,Water oak,7.570103423,39.4405,28.74965164,125.2297779,12.47256475,54.32888483,43.38335957
Tuskegee,47,Water oak,42.60892116,182.5373,30.89897221,134.5919413,11.83657577,51.5585988,38.30734463
Tuskegee,48,Water oak,18.32550861,65.04905,29.22145182,127.2848787,10.77035782,46.91429079,36.85770947
Tuskegee,49,Water oak,10.7879925,57.49425,50.37215115,219.4145995,36.91554048,160.7993374,73.28561443
Tuskegee,50,Water oak,9.208420534,41.5514,60.3770321,262.9945717,37.90067323,165.0904487,62.77332936
Tuskegee,51,Water oak,0.408103775,1.5554,54.66007926,238.0922618,44.60124503,194.277276,81.59747592
CR,103,Mesophyte,26.89636752,111.8777,35.74192054,155.6872002,29.55933916,128.7566724,82.70215678
CR,104,Mesophyte,12.55563048,51.71705,29.56523909,128.7823717,16.82418879,73.28399842,56.90530268
CR,105,Mesophyte,23.52622453,120.59905,42.99401918,187.2764074,20.70909746,90.20615998,48.16739131
CR,106,Mesophyte,12.47833622,63.9936,26.18927686,114.0771153,20.15881271,87.8091905,76.97353695
CR,107,Mesophyte,1.291989664,11.38775,34.59034771,150.6710973,30.69569639,133.7064981,88.74064137
Kreher,19,Mesophyte,12.76327283,73.04825,67.60785994,294.491126,27.78474167,121.0267544,41.09691047
Kreher,20,Mesophyte,6.159348301,34.441,58.52973351,254.9479771,40.48224118,176.335426,69.16525795
Kreher,21,Mesophyte,5.0927962,32.16345,47.37855861,206.3748961,29.04406582,126.5122081,61.30213049
Kreher,22,Mesophyte,1.687604056,12.38765,39.68346076,172.8560415,15.59032748,67.90945756,39.28671337
Kreher,23,Mesophyte,30.26352677,119.93245,51.2384314,223.1880046,23.27478994,101.3819858,45.42447789
MOT,24,Mesophyte,15.45307443,84.8804,47.33236839,206.1736975,30.28984343,131.9386549,63.99393157
MOT,25,Mesophyte,7.425079525,49.27285,42.44439429,184.8823121,33.15220138,144.4067172,78.10737304
MOT,26,Mesophyte,9.89774262,56.9943,30.13563018,131.2669218,17.52837628,76.35134838,58.16495682
MOT,27,Mesophyte,14.0297601,51.3282,30.93817568,134.7627066,9.820624633,42.77737542,31.74273989
MOT,28,Mesophyte,7.198843315,52.5503,48.50121404,211.2650385,29.70776893,129.4032133,61.25159857
MOT,29,Mesophyte,2.376587221,19.4425,29.1478968,126.9644825,10.76911573,46.90888041,36.94645895
MOT,30,Mesophyte,13.59060403,62.9937,41.62546872,181.3151779,17.26617881,75.20924999,41.47984237
MOT,31,Mesophyte,4.566053869,29.6637,41.1254498,179.1371599,31.27330713,136.222496,76.04368411
MOT,32,Mesophyte,14.79468599,54.439,25.50306087,111.0880468,4.20653239,18.32311304,16.49422559
MOT,33,Mesophyte,16.18488838,62.82705,34.88619806,151.9597833,16.88978668,73.56973436,48.41395056
MOT,52,Mesophyte,5.817417207,18.4426,26.66546317,116.1513215,9.34816459,40.71940035,35.05719937
MOT,53,Mesophyte,14.6629388,78.6588,31.79851719,138.5102433,16.75699948,72.99133043,52.69742417
MOT,54,Mesophyte,8.632138114,54.16125,38.75845293,168.8268266,25.435988,110.795886,65.62694344
MOT,55,Mesophyte,22.03686541,118.877,51.18172223,222.9409868,22.86202786,99.58404735,44.6683442
MOT,56,Mesophyte,15.50658738,73.8815,28.45512101,123.9468404,13.58629265,59.18014005,47.74638858
MOT,57,Mesophyte,26.96158562,146.59645,38.90657218,169.4720149,19.38964838,84.4588098,49.83643456
MOT,58,Mesophyte,15.41099941,72.38165,33.85836845,147.48269,9.703829343,42.26863019,28.66006186
MOT,59,Mesophyte,0.235821247,1.111,46.87547329,204.1835213,29.84307913,129.9926071,63.66459265
MOT,60,Mesophyte,4.007939537,29.16375,51.73565562,225.3538492,37.06218475,161.4381009,71.63760525
Talladega,61,Mesophyte,22.83361652,97.04585,22.67703405,98.77823818,12.23175452,53.2799465,53.93895202
Talladega,62,Mesophyte,12.59111048,48.93955,43.82435645,190.8932495,30.20394514,131.5644929,68.92045331
Talladega,63,Mesophyte,28.00333373,130.6536,45.41042795,197.8019726,31.85837041,138.7709562,70.15650773
Talladega,64,Mesophyte,15.2995143,62.9937,30.77736382,134.0622308,21.73622839,94.68020995,70.62407464
Talladega,65,Mesophyte,16.03819076,92.37965,72.82164981,317.2017228,53.57911149,233.3837055,73.57580011
Talladega,66,Mesophyte,19.07319319,69.04865,58.45936134,254.641445,12.34699719,53.78192875,21.12065016
Talladega,67,Mesophyte,23.05852336,80.3253,41.97379738,182.8324527,10.49566182,45.71775041,25.00527107
Talladega,68,Mesophyte,9.402416818,31.5524,36.51353024,159.0482326,5.321774088,23.18096217,14.57480023
Talladega,69,Mesophyte,0.771659067,3.6663,51.80692054,225.6642701,13.32192152,58.02857349,25.71455971
Talladega,70,Mesophyte,5.929243171,36.7741,28.20417999,122.8537736,27.32912747,119.0421576,96.89743678
Talladega,71,Mesophyte,0,0,33.29764238,145.0402395,33.29764238,145.0402395,100
Talladega,72,Mesophyte,3.784084585,15.1096,23.97579457,104.4354716,22.2225455,96.79854462,92.68742041
Talladega,74,Mesophyte,39.17539989,157.81755,21.4714303,93.52678357,10.1443832,44.187626,47.24595919
Talladega,75,Mesophyte,37.42897727,117.0994,18.45753735,80.39865426,3.851449866,16.77641932,20.86654245
Talladega,76,Mesophyte,31.87665198,100.48995,25.30758693,110.2365875,13.53338737,58.94969148,53.47561351
Talladega,77,Mesophyte,30.17175083,130.7647,37.10977233,161.6453863,16.88951497,73.56855084,45.51231094
Talladega,78,Mesophyte,19.35098207,62.93815,47.69393307,207.7486266,9.395790984,40.92685479,19.70018067
Talladega,79,Mesophyte,11.11111111,52.217,40.34898819,175.7549932,25.124301,109.4382176,62.26748703
Talladega,80,Mesophyte,9.821622797,50.16165,48.68182171,212.0517423,26.81272849,116.7927902,55.07749615
Talladega,81,Mesophyte,8.999158957,59.4385,39.32026584,171.2740112,17.23186607,75.05978811,43.82438852
Talladega,82,Mesophyte,23.71416815,96.04595,35.05248288,152.6840986,21.60969046,94.12902701,61.64952858
Talladega,83,Mesophyte,15.32449881,50.1061,21.64571107,94.28592817,10.97697175,47.81427447,50.71199425
Talladega,84,Mesophyte,26.37049694,102.8786,30.97322591,134.9153809,12.75851719,55.57445682,41.19208384
Talladega,85,Mesophyte,2.461576909,10.94335,31.28468002,136.2720348,22.56380977,98.28504781,72.12415075
Talladega,86,Mesophyte,11.23829344,41.9958,32.82234882,142.969922,15.91276633,69.3139596,48.48149781
Talladega,87,Mesophyte,15.24031524,76.27015,36.71738828,159.936212,27.28336421,118.8428188,74.30638585
Talladega,88,Mesophyte,0.386671216,1.8887,33.81431307,147.2907904,21.37734197,93.11694693,63.21980259
Talladega,89,Mesophyte,4.890660347,25.2197,32.99973482,143.7425925,28.66965327,124.8813153,86.87843535
Talladega,91,Mesophyte,15.30389752,62.38265,42.77634288,186.3282374,15.32995433,66.77530567,35.83745899
Talladega,92,Mesophyte,5.011726947,22.5533,55.37975406,241.2270725,24.41627079,106.3541293,44.08880322
Talladega,93,Mesophyte,5.793215993,27.60835,42.97950225,187.2131735,26.24059071,114.3006318,61.05373338
Talladega,94,Mesophyte,6.376676021,22.71995,28.73381499,125.1607955,20.2332993,88.13364451,70.41633457
Talladega,95,Mesophyte,8.976173626,42.27355,27.61484702,120.2867152,21.81933199,95.0421985,79.01304674
Talladega,96,Mesophyte,4.004037685,26.4418,39.34708722,171.3908417,30.66697306,133.5813829,77.9396271
Talladega,97,Mesophyte,11.4614465,42.60685,39.11679594,170.3877226,27.3383267,119.0822283,69.88897233
Talladega,98,Mesophyte,21.95362163,136.2086,41.55358275,181.0020519,27.90095473,121.5329635,67.14452252
Talladega,99,Mesophyte,38.18103355,196.59145,74.24077663,323.3832564,32.42616087,141.2441783,43.6770227
Talladega,100,Mesophyte,20.1171875,114.433,34.65955542,150.9725572,21.46335671,93.49161607,61.92623203
Talladega,101,Mesophyte,36.20118343,169.92745,34.89182628,151.9842991,19.18862385,83.58317285,54.9946102
Talladega,102,Mesophyte,9.243954699,50.3283,27.65137224,120.4458143,18.60984865,81.06210268,67.30171833
Tuskegee,1,Mesophyte,0.660146699,4.49955,51.9558161,226.3128399,24.84300639,108.2129346,47.8156408
Tuskegee,2,Mesophyte,4.873520538,23.331,38.37685955,167.164655,29.06312414,126.5952237,75.73085572
Tuskegee,2.2,Mesophyte,23.79529324,106.15605,29.85080338,130.026253,24.93748288,108.624462,83.5404078
Tuskegee,3,Mesophyte,7.903970452,47.5508,39.2672053,171.0428863,26.31107933,114.6076711,67.00522517
Tuskegee,3.2,Mesophyte,12.45326132,66.60445,36.54594103,159.1894098,25.22277546,109.8671597,69.01662607
Tuskegee,6,Mesophyte,14.33878815,90.04655,42.7700548,186.3008474,16.38138365,71.35519629,38.30105836
Tuskegee,7,Mesophyte,9.450226007,49.93945,31.20677768,135.9327023,27.02601866,117.7218547,86.60304158
Tuskegee,7.2,Mesophyte,14.12502305,85.1026,59.30708787,258.3340325,39.68870083,172.8788665,66.92067043
Tuskegee,8,Mesophyte,20.75644699,100.60105,51.06290854,222.4234497,32.378845,141.0380765,63.40971543
Tuskegee,9,Mesophyte,18.0037995,68.4376,61.47585492,267.7809023,31.8433877,138.7056935,51.7982023
Tuskegee,12,Mesophyte,3.92434284,29.27485,27.03436395,117.7582057,15.4499713,67.29808409,57.14937969
Tuskegee,17,Mesophyte,9.960508995,50.4394,45.34098734,197.4994983,33.70376704,146.8092662,74.3339945
Tuskegee,34,Mesophyte,29.90840303,166.8722,43.36295877,188.8834607,30.62016178,133.377479,70.61363579
Tuskegee,35,Mesophyte,27.59898905,181.9818,36.30955574,158.159746,24.90546024,108.4849755,68.59202689
Tuskegee,36,Mesophyte,2.579871006,9.5546,60.82954107,264.9656424,18.67614521,81.35088196,30.70242663
Tuskegee,37,Mesophyte,9.002188982,54.82785,38.45759541,167.51633,23.81071303,103.7163977,61.91420126
Tuskegee,38,Mesophyte,30.2786779,129.7648,40.150836,174.8918678,14.58559299,63.53296359,36.32699701
Tuskegee,39,Mesophyte,5.501930502,25.3308,35.86174343,156.2091332,24.53601605,106.8757242,68.41835814
Tuskegee,40,Mesophyte,4.769934955,21.9978,48.89930393,212.9990668,34.78578283,151.5223875,71.1375828
Tuskegee,41,Mesophyte,0.314263725,2.72195,36.53732403,159.1518753,33.74941386,147.0080978,92.36969249
Tuskegee,42,Mesophyte,1.285062871,5.16615,37.92889197,165.2133659,28.81059169,125.4952249,75.95948682
Tuskegee,43,Mesophyte,2.958152958,13.6653,15.74877161,68.59961975,7.508745515,32.70712789,47.67829328
Tuskegee,44,Mesophyte,1.539408867,6.94375,33.58002381,146.2702566,14.41868713,62.80594315,42.93828739
Tuskegee,45,Mesophyte,0.501119522,2.61085,28.74965164,125.2297779,12.47256475,54.32888483,43.38335957
Tuskegee,47,Mesophyte,1.439315353,6.16605,30.89897221,134.5919413,11.83657577,51.5585988,38.30734463
Tuskegee,48,Mesophyte,33.58372457,119.2103,29.22145182,127.2848787,10.77035782,46.91429079,36.85770947
Tuskegee,49,Mesophyte,3.554304774,18.94255,50.37215115,219.4145995,36.91554048,160.7993374,73.28561443
Tuskegee,50,Mesophyte,2.511387418,11.3322,60.3770321,262.9945717,37.90067323,165.0904487,62.77332936
Tuskegee,51,Mesophyte,0.553855123,2.1109,54.66007926,238.0922618,44.60124503,194.277276,81.59747592
CR,103,Total,NA,415.9584,35.74192054,155.6872002,29.55933916,128.7566724,82.70215678
CR,104,Total,NA,411.90325,29.56523909,128.7823717,16.82418879,73.28399842,56.90530268
CR,105,Total,NA,512.6154,42.99401918,187.2764074,20.70909746,90.20615998,48.16739131
CR,106,Total,NA,512.8376,26.18927686,114.0771153,20.15881271,87.8091905,76.97353695
CR,107,Total,NA,881.41185,34.59034771,150.6710973,30.69569639,133.7064981,88.74064137
Kreher,19,Total,NA,572.33165,67.60785994,294.491126,27.78474167,121.0267544,41.09691047
Kreher,20,Total,NA,559.1663,58.52973351,254.9479771,40.48224118,176.335426,69.16525795
Kreher,21,Total,NA,631.54795,47.37855861,206.3748961,29.04406582,126.5122081,61.30213049
Kreher,22,Total,NA,734.0377,39.68346076,172.8560415,15.59032748,67.90945756,39.28671337
Kreher,23,Total,NA,396.2937,51.2384314,223.1880046,23.27478994,101.3819858,45.42447789
MOT,24,Total,NA,549.2784,47.33236839,206.1736975,30.28984343,131.9386549,63.99393157
MOT,25,Total,NA,663.6003,42.44439429,184.8823121,33.15220138,144.4067172,78.10737304
MOT,26,Total,NA,575.8313,30.13563018,131.2669218,17.52837628,76.35134838,58.16495682
MOT,27,Total,NA,365.8523,30.93817568,134.7627066,9.820624633,42.77737542,31.74273989
MOT,28,Total,NA,729.98255,48.50121404,211.2650385,29.70776893,129.4032133,61.25159857
MOT,29,Total,NA,818.08485,29.1478968,126.9644825,10.76911573,46.90888041,36.94645895
MOT,30,Total,NA,463.5092,41.62546872,181.3151779,17.26617881,75.20924999,41.47984237
MOT,31,Total,NA,649.65725,41.1254498,179.1371599,31.27330713,136.222496,76.04368411
MOT,32,Total,NA,367.9632,25.50306087,111.0880468,4.20653239,18.32311304,16.49422559
MOT,33,Total,NA,388.1834,34.88619806,151.9597833,16.88978668,73.56973436,48.41395056
MOT,52,Total,NA,317.02385,26.66546317,116.1513215,9.34816459,40.71940035,35.05719937
MOT,53,Total,NA,536.44635,31.79851719,138.5102433,16.75699948,72.99133043,52.69742417
MOT,54,Total,NA,627.43725,38.75845293,168.8268266,25.435988,110.795886,65.62694344
MOT,55,Total,NA,539.44605,51.18172223,222.9409868,22.86202786,99.58404735,44.6683442
MOT,56,Total,NA,476.45235,28.45512101,123.9468404,13.58629265,59.18014005,47.74638858
MOT,57,Total,NA,543.7234,38.90657218,169.4720149,19.38964838,84.4588098,49.83643456
MOT,58,Total,NA,469.67525,33.85836845,147.48269,9.703829343,42.26863019,28.66006186
MOT,59,Total,NA,471.11955,46.87547329,204.1835213,29.84307913,129.9926071,63.66459265
MOT,60,Total,NA,727.64945,51.73565562,225.3538492,37.06218475,161.4381009,71.63760525
