Site,Plot,group,Avg_CC,Avg_Shrub_Live,Avg_Shrub_Dead,Avg_Shrub_Ht,Avg_Herb_Live,Avg_Herb_Dead,Avg_Herb_Ht,Avg_Cones_m2,Avg_Acorns_m2,Avg_Balls_m2,Aspect,Slope,Avg_Depth_cm,Avg_Duff_cm,FWD_Mgha,CWD_Mgha,Pine_Seedlings100m2,UO_Seedlings100m2,Meso_Seedlings100m2,Pine_Saplings100m2,UO_Saplings100m2,Meso_Saplings100m2,Pine_litter_pct,UO_litter_pct,SG_litter_pct,WO_litter_pct,Meso_litter_pct,"Other_litter_pct_(summed SG, WO, Meso)",Avg_Pine_load_gm2,Avg_UO_load_gm2,Avg_SG_load_gm2,Avg_WO_load_gm2,Avg_Meso_load_gm2,"Other_litter_pct_(summed SG, WO, Meso)_gm2",Avg_Total_load,BA_m2ha,BA_ft2a,PineBA_m2ha,PineBA_ft2a,Pine_pctBAft2a,Pine_iv,UO_iv,Meso_iv
MOT,55,30 - 70% Pine,97.22666667,0,0,0,3.333333333,0,5,2.333333333,0.333333333,0,W,7.3,1.875,0.25,1.369561966,0,0,0,176.9911504,0,0,55.55555556,44.65039646,22.09865101,9.360518999,1.853568119,22.03686541,33.25095253,240.8648,119.2103,50.49495,9.999,118.877,179.37095,539.44605,51.18172223,222.9409868,22.86202786,99.58404735,44.66834421,104.0886341,54.72493338,141.1864326
MOT,56,30 - 70% Pine,97.22666667,0.666666667,0,1.666666667,4.333333333,0,6.666666667,2.666666667,0.666666667,0,N,1.4,2.25,0.275,4.988124935,3.944861979,0,0,353.9823009,0,27.77777778,138.8888889,31.40958377,41.68124053,7.625043722,3.777544596,15.50658738,26.9091757,149.6517,198.59125,36.3297,17.9982,73.8815,128.2094,476.45235,28.45512101,123.9468404,13.58629265,59.18014005,47.74638857,113.131004,0,186.868996
MOT,57,30 - 70% Pine,96.88,1.666666667,0,66.66666667,21.66666667,0,23.33333333,1,0,0,SW,5.6,2,0.375,9.276610124,14.10750446,4690.265487,0,619.4690265,0,27.77777778,27.77777778,44.85083776,16.16264814,9.991826727,2.033101757,26.96158562,38.9865141,243.8645,87.8801,54.3279,11.05445,146.59645,211.9788,543.7234,38.90657218,169.4720149,19.38964838,84.4588098,49.83643454,94.93447376,75.0303331,130.0351931
MOT,58,< 30% Pine,95.14666667,5,0,13.33333333,5,0,16.66666667,0.666666667,2.333333333,0,S,4.7,2.375,0.4,5.440312604,30.90398711,265.4867257,0,353.9823009,0,0,27.77777778,25.03843879,58.39148433,0,1.159077469,15.41099941,16.57007688,117.59935,274.25035,0,5.4439,72.38165,77.82555,469.67525,33.85836845,147.48269,9.703829343,42.26863019,28.66006186,71.9933952,97.4194786,130.5871262
MOT,59,30 - 70% Pine,94.45333333,0,0,0,3.333333333,0,16.66666667,3,0,0,NE,1.2,1.75,0.375,0.916186855,0,0,0,0,0,0,0,65.36964981,0.624926306,2.181346539,31.5882561,0.235821247,34.00542389,307.9692,2.94415,10.27675,148.81845,1.111,160.2062,471.11955,46.87547329,204.1835213,29.84307913,129.9926071,63.66459267,127.950307,0,172.049693
MOT,60,30 - 70% Pine,95.84,11.66666667,0,43.33333333,1.666666667,0,3.333333333,2.333333333,0,1,SE,4,2.75,0.2,1.825249052,22.27460152,0,0,265.4867257,0,0,111.1111111,87.87693717,0.244293458,4.962210856,2.908618979,4.007939537,11.87876937,639.43605,1.7776,36.1075,21.16455,29.16375,86.4358,727.64945,51.73565562,225.3538492,37.06218475,161.4381009,71.63760525,174.2691842,0,125.7308158
Talladega,61,30 - 70% Pine,94.8,13.33333333,0,23.33333333,0,0,0,2.666666667,0,1,W,11.7,3.5,1,9.063530978,2.184313225,0,88.49557522,0,0,0,333.3333333,67.1676905,0,9.998692981,0,22.83361652,32.8323095,285.47145,0,42.49575,0,97.04585,139.5416,425.01305,22.67703405,98.77823818,12.23175452,53.2799465,53.93895202,127.4683638,0,172.5316362
Talladega,62,30 - 70% Pine,97.22666667,6.666666667,0,11.66666667,6.666666667,0,3.333333333,4.666666667,0,0,N,8.3,3.5,0.875,1.59445263,2.600372886,0,88.49557522,442.4778761,0,0,138.8888889,65.45662427,6.488495069,15.16364156,0.300128627,12.59111048,28.05488066,254.419,25.2197,58.93855,1.16655,48.93955,109.04465,388.68335,43.82435645,190.8932495,30.20394514,131.5644929,68.92045334,166.2888744,0,133.7111256
Talladega,63,30 - 70% Pine,98.26666667,3.333333333,0,36.66666667,0,0,0,8.666666667,0,0,W,10.9,3.125,1,3.858858934,0,88.49557522,176.9911504,88.49557522,0,0,111.1111111,71.91332301,0,0,0.083343255,28.00333373,28.08667699,335.522,0,0,0.38885,130.6536,131.04245,466.56445,45.41042795,197.8019726,31.85837041,138.7709562,70.15650777,163.0136506,0,136.9863494
Talladega,64,30 - 70% Pine,96.53333333,13.33333333,0,83.33333333,5,0,6.666666667,5.666666667,0,0,S,4.5,3.5,1.5,3.404327836,11.81532392,796.460177,0,265.4867257,0,55.55555556,138.8888889,67.08041015,16.97247706,0.647598489,0,15.2995143,15.94711279,276.1946,69.8819,2.6664,0,62.9937,65.6601,411.7366,30.77736382,134.0622308,21.73622839,94.68020995,70.62407462,143.957408,62.56581387,93.47677818
Talladega,65,>70% Pine,95.84,13.33333333,0,18.33333333,8.333333333,0,26.66666667,6,0,0,SW,7.6,5,2.5,4.998780465,44.12929098,0,0,0,0,55.55555556,83.33333333,76.34294532,4.445944643,3.172919279,0,16.03819076,19.21111004,439.7338,25.60855,18.27595,0,92.37965,110.6556,575.99795,72.82164981,317.2017228,53.57911149,233.3837055,73.57580009,168.5758001,0,131.4241999
Talladega,66,< 30% Pine,97.57333333,3.333333333,0,10,13.33333333,0,11.66666667,4,0,0,E,11.6,3.25,0.875,4.759671943,1.54096171,0,0,0,0,0,83.33333333,48.38115697,26.28510051,6.260549333,0,19.07319319,25.33374252,175.14915,95.15715,22.6644,0,69.04865,91.71305,362.01935,58.45936134,254.641445,12.34699719,53.78192875,21.12065016,77.78731683,0,222.2126832
Talladega,67,< 30% Pine,96.88,43.33333333,0,116.6666667,25,0,13.33333333,3.666666667,0,0,N/A,0,3.75,0.5,2.954515053,0,353.9823009,88.49557522,1238.938053,0,0,194.4444444,22.48445224,43.91644076,7.287513953,3.253069686,23.05852336,33.599107,78.3255,152.9847,25.38635,11.3322,80.3253,117.04385,348.35405,41.97379738,182.8324527,10.49566182,45.71775041,25.00527108,67.42951351,96.24296026,136.3275262
Talladega,68,< 30% Pine,80.93333333,6.666666667,0,13.33333333,0,0,0,0,0,0,N/A,0,3,0.375,9.524030746,3.467163848,1238.938053,176.9911504,0,0,0,0,4.750869061,83.57887767,0,2.267836451,9.402416818,11.67025327,15.94285,280.47195,0,7.61035,31.5524,39.16275,335.57755,36.51353024,159.0482326,5.321774088,23.18096217,14.57480023,67.90813356,167.9447659,64.14710055
Talladega,69,< 30% Pine,93.06666667,23.33333333,0,60,23.33333333,0,26.66666667,1.666666667,0,0.333333333,SE,15,2.75,0.375,4.534718368,0,353.9823009,88.49557522,353.9823009,83.33333333,0,83.33333333,48.567754,50.66058693,0,0,0.771659067,0.771659067,230.7547,240.69815,0,0,3.6663,3.6663,475.11915,51.80692054,225.6642701,13.32192152,58.02857349,25.71455972,99.04789306,146.5218254,54.43028149
Talladega,70,>70% Pine,93.76,23.33333333,0,76.66666667,3.333333333,0,5,3.666666667,0,0,E,15.2,3.5,0.875,3.177062286,1.86456367,0,0,1150.442478,0,0,250,43.86027765,50.09404389,0,0.116435289,5.929243171,6.045678459,272.02835,310.69115,0,0.72215,36.7741,37.49625,620.21575,28.20417999,122.8537736,27.32912747,119.0421576,96.89743678,196.8974368,51.72633752,51.3762257
Talladega,72,>70% Pine,89.94666667,23.33333333,0,23.33333333,3.333333333,0,6.666666667,1.666666667,0,0,N/A,0,3,0.75,4.309827705,15.99133015,88.49557522,0,619.4690265,27.77777778,55.55555556,83.33333333,65.01112966,31.20478575,0,0,3.784084585,3.784084585,259.58515,124.59865,0,0,15.1096,15.1096,399.2934,23.97579457,104.4354716,22.2225455,96.79854462,92.68742037,206.0207537,48.57869143,45.40055486
Talladega,74,30 - 70% Pine,97.92,3.333333333,0,6.666666667,21.66666667,0,26.66666667,2.666666667,0,0,N/A,0,3.75,3,1.370749409,0,0,88.49557522,265.4867257,0,0,472.2222222,10.56260342,50.26199669,0,0,39.17539989,39.17539989,42.5513,202.47975,0,0,157.81755,157.81755,402.8486,21.4714303,93.52678357,10.1443832,44.187626,47.24595919,110.5792925,93.71265683,95.70805064
Talladega,75,< 30% Pine,94.8,5,0,56.66666667,23.33333333,0,13.33333333,1.666666667,0,0,W,13.1,3,1.125,0.692483634,9.719615987,0,0,796.460177,0,0,416.6666667,6.693892045,51.84659091,0,4.030539773,37.42897727,41.45951705,20.94235,162.206,0,12.60985,117.0994,129.70925,312.8576,18.45753735,80.39865426,3.851449866,16.77641932,20.86654245,63.29078487,77.08846406,159.6207511
Talladega,76,30 - 70% Pine,94.45333333,33.33333333,0,36.66666667,20,0,16.66666667,2.666666667,0,0,N/A,0,2.75,0.25,0.916186855,0,0,0,0,0,0,0,15.48898678,52.24669604,0.387665198,0,31.87665198,32.26431718,48.82845,164.70575,1.2221,0,100.48995,101.71205,315.24625,25.30758693,110.2365875,13.53338737,58.94969148,53.4756135,124.3089468,93.30097137,82.3900818
Talladega,77,30 - 70% Pine,93.76,10,0,50,3.333333333,0,3.333333333,5,0,0,SW,11.1,3,2,5.439093705,11.56106523,88.49557522,0,619.4690265,0,55.55555556,388.8888889,55.99846193,13.07357088,0.756216355,0,30.17175083,30.92796719,242.69795,56.661,3.27745,0,130.7647,134.04215,433.4011,37.10977233,161.6453863,16.88951497,73.56855084,45.51231094,108.8456443,77.55273379,113.6016219
Talladega,78,< 30% Pine,90.64,35,0,70,40,0,33.33333333,0.333333333,0,0,N,11.6,2,0.175,0.915030867,8.09004898,88.49557522,530.9734513,707.9646018,0,0,166.6666667,31.47736977,49.17164816,0,0,19.35098207,19.35098207,102.37865,159.92845,0,0,62.93815,62.93815,325.24525,47.69393307,207.7486266,9.395790984,40.92685479,19.70018067,73.03351401,125.3215489,101.6449371
Talladega,79,30 - 70% Pine,95.14666667,26.66666667,0,90,8.333333333,0,23.33333333,7.666666667,0,0,SW,10.5,3.25,1.25,3.407890164,5.562871775,176.9911504,442.4778761,353.9823009,0,0,138.8888889,42.28132388,46.60756501,0,0,11.11111111,11.11111111,198.70235,219.03365,0,0,52.217,52.217,469.953,40.34898819,175.7549932,25.124301,109.4382176,62.26748705,141.0553658,46.50654258,112.4380916
Talladega,80,30 - 70% Pine,93.06666667,23.33333333,0,50,23.33333333,0,23.33333333,4,0,0,N,7.5,3.5,0.25,9.748858499,0,0,88.49557522,973.4513274,0,0,361.1111111,54.5029367,35.6754405,0,0,9.821622797,9.821622797,278.36105,182.204,0,0,50.16165,50.16165,510.7267,48.68182171,212.0517423,26.81272849,116.7927902,55.07749617,115.6835568,103.5271439,80.78929933
Talladega,81,30 - 70% Pine,95.14666667,35,0,123.3333333,3.333333333,0,3.333333333,1,0,0,W,8.5,2.75,0.25,3.851765733,6.576054099,0,0,353.9823009,0,0,416.6666667,58.65433137,32.34650967,0,0,8.999158957,8.999158957,387.4057,213.6453,0,0,59.4385,59.4385,660.4895,39.32026584,171.2740112,17.23186607,75.05978811,43.82438853,102.1577219,118.2584796,79.58379853
Talladega,82,30 - 70% Pine,94.10666667,56.66666667,0,95,0,0,0,3,0,0,N,10,2.5,0.375,6.125608669,14.94732859,0,0,6017.699115,0,0,305.5555556,51.2961185,24.98971335,0,0,23.71416815,23.71416815,207.757,101.2121,0,0,96.04595,96.04595,405.01505,35.05248288,152.6840986,21.60969046,94.12902701,61.6495286,134.9828619,52.32777223,112.6893658
Talladega,83,30 - 70% Pine,93.06666667,20,0,26.66666667,13.33333333,0,20,2.333333333,1,0,SE,8,2.5,0.125,5.898374575,0,265.4867257,265.4867257,176.9911504,0,0,27.77777778,11.55283724,73.12266395,0,0,15.32449881,15.32449881,37.774,239.0872,0,0,50.1061,50.1061,326.9673,21.64571107,94.28592817,10.97697175,47.81427447,50.71199425,163.2119942,136.7880058,0
Talladega,84,30 - 70% Pine,95.49333333,16.66666667,0,33.33333333,30,0,23.33333333,4.333333333,7.333333333,0,SW,6.2,2.5,0.875,2.043046514,0,0,0,0,0,0,0,29.97294603,43.65655703,0,0,26.37049694,26.37049694,116.93275,170.3163,0,0,102.8786,102.8786,390.12765,30.97322591,134.9153809,12.75851719,55.57445682,41.19208385,107.8587505,70.45405557,121.6871939
Talladega,85,>70% Pine,93.06666667,5,0,6.666666667,20,0,10,4.333333333,1.333333333,0,N/A,0,1.75,0.175,1.824093065,0,0,88.49557522,88.49557522,0,0,0,51.33075097,46.20767212,0,0,2.461576909,2.461576909,228.1994,205.4239,0,0,10.94335,10.94335,444.56665,31.28468002,136.2720348,22.56380977,98.28504781,72.12415073,207.8384364,92.16156355,0
Talladega,86,30 - 70% Pine,92.72,6.666666667,0,10,37,0,13.33333333,3.333333333,1.666666667,0,N,3.4,2,0.175,7.473859575,8.194063895,0,176.9911504,176.9911504,0,0,0,44.2099004,44.55180615,0,0,11.23829344,11.23829344,165.2057,166.48335,0,0,41.9958,41.9958,373.68485,32.82234882,142.969922,15.91276633,69.3139596,48.48149782,145.4511948,106.2436707,48.30513452
Talladega,87,>70% Pine,87.86666667,23.33333333,0,60,46.66666667,0,16.66666667,5,1,0,N,3.2,3.25,0.375,1.361249866,2.265213714,0,88.49557522,265.4867257,0,0,0,42.32434232,42.12454212,0.310800311,0,15.24031524,15.55111555,211.81215,210.81225,1.5554,0,76.27015,77.82555,500.44995,36.71738828,159.936212,27.28336421,118.8428188,74.30638585,210.0206716,89.97932844,0
Talladega,88,30 - 70% Pine,93.41333333,10,0,23.33333333,36.66666667,0,20,0.666666667,10.66666667,0,W,12.7,2,0.125,4.30154706,3.340034507,530.9734513,88.49557522,0,0,0,0,36.41533038,62.92505402,0,0.272944388,0.386671216,0.659615603,177.8711,307.35815,0,1.3332,1.8887,3.2219,488.45115,33.81431307,147.2907904,21.37734197,93.11694693,63.21980258,153.2198026,146.7801974,0
Talladega,89,>70% Pine,94.10666667,36.66666667,0,40,26.66666667,0,16.66666667,1.333333333,1,0,SW,8.7,3.25,0.625,2.499983954,0,0,88.49557522,796.460177,0,0,0,83.7229344,11.38640526,0,0,4.890660347,4.890660347,431.7346,58.71635,0,0,25.2197,25.2197,515.67065,32.99973482,143.7425925,28.66965327,124.8813153,86.87843533,211.8784353,88.12156467,0
Talladega,91,30 - 70% Pine,95.49333333,3.333333333,0,33.33333333,23.33333333,0,23.33333333,2.666666667,0.333333333,0,N,10.1,4,1.25,9.966750328,30.95792076,0,0,88.49557522,0,27.77777778,83.33333333,7.767784137,76.92831834,0,0,15.30389752,15.30389752,31.6635,313.57975,0,0,62.38265,62.38265,407.6259,42.77634288,186.3282374,15.32995433,66.77530567,35.83745899,99.17079231,144.6646002,56.16460747
Talladega,92,30 - 70% Pine,94.8,0,0,0,23.33333333,0,26.66666667,5,0,0,N,6,4,0.25,3.181812058,19.67808104,442.4778761,88.49557522,176.9911504,0,0,27.77777778,19.14578447,75.84248858,0,0,5.011726947,5.011726947,86.15805,341.2992,0,0,22.5533,22.5533,450.01055,55.37975406,241.2270725,24.41627079,106.3541293,44.08880322,104.0888032,145.8540973,50.05709947
Talladega,93,30 - 70% Pine,93.76,6.666666667,0,33.33333333,26.66666667,0,26.66666667,3,0,0,SE,9.2,3.5,1,7.270311427,19.38144591,176.9911504,265.4867257,353.9823009,0,27.77777778,138.8888889,25.09616505,69.11061895,0,0,5.793215993,5.793215993,119.59915,329.35595,0,0,27.60835,27.60835,476.56345,42.97950225,187.2131735,26.24059071,114.3006318,61.05373338,186.0537334,113.9462666,0
Talladega,94,30 - 70% Pine,95.49333333,8.333333333,0,30,63.33333333,0,23.33333333,1.666666667,0,0,SE,7.1,3.5,0.5,2.966420937,44.57231748,88.49557522,0,0,0,27.77777778,83.33333333,68.69348301,24.47770502,0.233863424,0.218272529,6.376676021,6.828811974,244.7533,87.2135,0.83325,0.7777,22.71995,24.3309,356.2977,28.73381499,125.1607955,20.2332993,88.13364451,70.41633458,153.7496679,85.17320257,61.07712952
Talladega,95,>70% Pine,95.49333333,16.66666667,0,30,11.66666667,0,10,5,1,0,N/A,0,2.75,0.375,3.172312515,0,0,88.49557522,265.4867257,0,0,222.2222222,44.88086813,45.67114886,0.471809389,0,8.976173626,9.447983015,211.36775,215.0896,2.222,0,42.27355,44.49555,470.9529,27.61484702,120.2867152,21.81933199,95.0421985,79.01304674,157.5844753,0,142.4155247
Talladega,96,>70% Pine,95.49333333,31.66666667,0,73.33333333,6.666666667,0,3.333333333,1.333333333,0.666666667,0,N/A,0,2.5,0.875,3.185342931,34.21320238,0,176.9911504,353.9823009,0,0,166.6666667,56.45188425,38.19818304,1.34589502,0,4.004037685,5.349932705,372.79605,252.25255,8.888,0,26.4418,35.3298,660.3784,39.34708722,171.3908417,30.66697306,133.5813829,77.93962711,151.2729604,102.509125,46.21791457
Talladega,97,30 - 70% Pine,95.84,6.666666667,0,23.33333333,31.66666667,0,20,4.333333333,0,0,N/A,0,3.5,0.5,4.759671943,9.072412071,0,0,176.9911504,0,0,333.3333333,42.97668858,45.56186491,0,0,11.4614465,11.4614465,159.7618,169.37195,0,0,42.60685,42.60685,371.7406,39.11679594,170.3877226,27.3383267,119.0822283,69.88897235,133.2223057,110.816571,55.96112329
Talladega,98,30 - 70% Pine,94.8,6.666666667,0,26.66666667,56.66666667,0,40,3.333333333,0,0,SW,3.2,2.25,0.375,5.212984143,16.43435664,0,0,0,0,0,83.33333333,73.72190885,4.324469514,0,0,21.95362163,21.95362163,457.3987,26.83065,0,0,136.2086,136.2086,620.43795,41.55358275,181.0020519,27.90095473,121.5329635,67.14452251,145.7159511,0,154.2840489
Talladega,99,30 - 70% Pine,96.53333333,13.33333333,0,43.33333333,16.66666667,0,6.666666667,3,0,0,N/A,0,3.5,0.875,2.945046966,9.345932773,0,0,1150.442478,0,0,27.77777778,41.2126443,17.17553134,3.258172403,0.172618405,38.18103355,41.61182436,212.201,88.4356,16.7761,0.8888,196.59145,214.25635,514.89295,74.24077663,323.3832564,32.42616087,141.2441783,43.67702271,104.7881338,0,195.2118662
Talladega,100,30 - 70% Pine,94.45333333,33.33333333,0,63.33333333,13.33333333,0,13.33333333,4,0,0,W,10.5,3,0.25,2.497609068,38.83223511,0,176.9911504,619.4690265,0,0,166.6666667,31.06445313,48.81835937,0,0,20.1171875,20.1171875,176.70455,277.69445,0,0,114.433,114.433,568.832,34.65955542,150.9725572,21.46335671,93.49161607,61.92623203,152.4024225,97.14730476,50.45027274
Talladega,101,30 - 70% Pine,95.84,26.66666667,0,50,16.66666667,0,13.33333333,0.666666667,0,0,W,8,3.625,0.375,2.288123706,2.604225291,0,1061.946903,1061.946903,0,0,138.8888889,25.76331361,37.47928994,0.26035503,0.295857988,36.20118343,36.75739645,120.93235,175.92685,1.2221,1.38875,169.92745,172.5383,469.3975,34.89182628,151.9842991,19.18862385,83.58317285,54.99461019,148.3279435,60.86650373,90.80555275
Talladega,102,30 - 70% Pine,89.25333333,11.66666667,0,60,50,0,20,0.333333333,0,0,W,8.6,2.25,0.175,2.502327384,0,0,176.9911504,442.4778761,27.77777778,0,166.6666667,61.7896133,28.966432,0,0,9.243954699,9.243954699,336.4108,157.70645,0,0,50.3283,50.3283,544.44555,27.65137224,120.4458143,18.60984865,81.06210268,67.30171832,157.7779088,75.5416679,66.68042331
CR,103,>70% Pine,94.45333333,3.333333333,0,25,8.333333333,0,11.66666667,3.333333333,0,0,SE,3.9,3.5,0.325,3.1829995,0,0,0,88.49557522,0,0,222.2222222,63.51495726,8.333333333,0.360576923,0.894764957,26.89636752,28.1517094,264.1958,34.6632,1.49985,3.72185,111.8777,117.0994,415.9584,35.74192054,155.6872002,29.55933916,128.7566724,82.70215677,178.1567022,0,121.8432978
CR,104,30 - 70% Pine,96.18666667,0.333333333,0,6.666666667,0,0,0,3.333333333,0,0,NE,5.6,2.25,0.25,0.698420848,0,0,442.4778761,265.4867257,0,0,83.33333333,55.09103169,31.63857047,0.714767363,0,12.55563048,13.27039784,226.92175,130.3203,2.94415,0,51.71705,54.6612,411.90325,29.56523909,128.7823717,16.82418879,73.28399842,56.90530268,123.5719694,86.81103861,89.61699204
CR,105,30 - 70% Pine,97.92,0.333333333,0,6.666666667,3.666666667,0,16.66666667,1.666666667,1,0,E,8.5,3,0.25,4.308671717,0,0,176.9911504,265.4867257,0,0,55.55555556,58.33333333,18.14044213,0,0,23.52622453,23.52622453,299.02565,92.9907,0,0,120.59905,120.59905,512.6154,42.99401918,187.2764074,20.70909746,90.20615998,48.16739132,106.5007247,74.2937037,119.2055716
CR,106,>70% Pine,94.8,6.666666667,0,23.33333333,13.33333333,0,20,0.666666667,1,0,NE,5.7,2.5,1.45,3.181812058,0,0,0,0,55.55555556,0,194.4444444,70.19064125,16.95190641,0,0.379116118,12.47833622,12.85745234,359.964,86.93575,0,1.94425,63.9936,65.93785,512.8376,26.18927686,114.0771153,20.15881271,87.8091905,76.97353697,180.3068703,74.33093973,45.36218996
CR,107,>70% Pine,74,8.666666667,0,13.33333333,20,0,33.33333333,2,2,0,E,8.2,3.25,0.65,3.633968271,0,0,0,353.9823009,111.1111111,0,0,88.29016197,10.41784836,0,0,1.291989664,1.291989664,778.19995,91.82415,0,0,11.38775,11.38775,881.41185,34.59034771,150.6710973,30.69569639,133.7064981,88.74064133,192.66221,59.61292623,47.72486382
