Site,Plot,group,Biomass_Load_Source,Load_kgm2,Pine_ft2a,Pine_pctBAft2a,pine_iv,uo_iv,meso_iv
MOT,24,30 - 70% Pine,CWD,1.183458593,131.9386549,63.99393157,147.3272649,0,152.6727351
MOT,25,>70% Pine,CWD,0,144.4067172,78.10737305,174.2612192,0,125.7387808
MOT,26,30 - 70% Pine,CWD,0,76.35134838,58.16495682,114.8316235,0,185.1683765
MOT,27,30 - 70% Pine,CWD,0,42.77737542,31.74273989,71.32607322,42.22114901,186.4527778
MOT,28,30 - 70% Pine,CWD,0.221898486,129.4032133,61.25159859,150.1404875,42.97647966,106.8830329
MOT,29,30 - 70% Pine,CWD,0.139842275,46.90888041,36.94645896,103.6131256,97.48611292,98.90076145
MOT,30,30 - 70% Pine,CWD,0.335159172,75.20924999,41.47984237,94.8131757,57.44898815,147.7378361
MOT,31,>70% Pine,CWD,3.350050759,136.222496,76.0436841,173.1025076,0,126.8974924
MOT,32,< 30% Pine,CWD,0.187226848,18.32311304,16.49422558,56.72411064,102.2436602,141.0322292
MOT,33,30 - 70% Pine,CWD,0.38755187,73.56973436,48.41395056,100.4972839,57.15946343,142.3432527
Tuskegee,34,30 - 70% Pine,CWD,0.295864648,133.377479,70.61363581,153.9469692,0,146.0530308
Tuskegee,35,30 - 70% Pine,CWD,0.924577026,108.4849755,68.59202689,161.4491697,0,138.5508303
Tuskegee,36,30 - 70% Pine,CWD,2.336868434,81.35088196,30.70242663,100.7024266,0,199.2975734
Tuskegee,37,30 - 70% Pine,CWD,0.888749667,103.7163977,61.91420128,151.9142013,0,148.0857987
Tuskegee,38,30 - 70% Pine,CWD,0.636031946,63.53296359,36.32699701,98.82699702,0,201.173003
Tuskegee,39,30 - 70% Pine,CWD,0,106.8757242,68.41835812,157.307247,0,142.692753
Tuskegee,40,30 - 70% Pine,CWD,0.394486198,151.5223875,71.13758281,146.1375828,0,153.8624172
Tuskegee,41,>70% Pine,CWD,0.893757792,147.0080978,92.36969251,202.6261028,42.13090687,55.24299036
Tuskegee,42,>70% Pine,CWD,0,125.4952249,75.9594868,181.5150423,0,118.4849577
Tuskegee,43,30 - 70% Pine,CWD,0,32.70712789,47.67829327,126.2497218,0,173.7502782
Tuskegee,44,30 - 70% Pine,CWD,0.559369101,62.80594315,42.93828739,130.4382874,0,169.5617126
Tuskegee,45,30 - 70% Pine,CWD,0.115572128,54.32888483,43.38335957,118.3833596,63.92141164,117.6952288
Tuskegee,47,30 - 70% Pine,CWD,0,51.5585988,38.30734463,87.43015165,75.57918521,136.9906631
Tuskegee,48,30 - 70% Pine,CWD,0.499271594,46.91429079,36.85770948,120.1910428,0,179.8089572
Tuskegee,49,>70% Pine,CWD,0,160.7993374,73.28561444,166.1427573,0,133.8572427
Tuskegee,50,30 - 70% Pine,CWD,0,165.0904487,62.77332939,136.5828532,0,163.4171468
Tuskegee,51,>70% Pine,CWD,0.154096171,194.277276,81.59747594,167.9611123,0,132.0388877
MOT,52,30 - 70% Pine,CWD,0,40.71940035,35.05719938,96.96196128,91.27678213,111.7612566
MOT,53,30 - 70% Pine,CWD,0.455354185,72.99133043,52.69742415,116.7999883,68.93703356,114.2629782
MOT,54,30 - 70% Pine,CWD,0,110.795886,65.62694347,167.8008565,0,132.1991435
MOT,55,30 - 70% Pine,CWD,0,99.58404735,44.66834421,104.0886341,54.72493338,141.1864326
MOT,56,30 - 70% Pine,CWD,0.394486198,59.18014005,47.74638857,113.131004,0,186.868996
MOT,57,30 - 70% Pine,CWD,1.410750446,84.4588098,49.83643454,94.93447376,75.0303331,130.0351931
MOT,58,< 30% Pine,CWD,3.090398711,42.26863019,28.66006186,71.9933952,97.4194786,130.5871262
MOT,59,30 - 70% Pine,CWD,0,129.9926071,63.66459267,127.950307,0,172.049693
MOT,60,30 - 70% Pine,CWD,2.227460152,161.4381009,71.63760525,174.2691842,0,125.7308158
Talladega,61,30 - 70% Pine,CWD,0.218431323,53.2799465,53.93895202,127.4683638,0,172.5316362
Talladega,62,30 - 70% Pine,CWD,0.260037289,131.5644929,68.92045334,166.2888744,0,133.7111256
Talladega,63,30 - 70% Pine,CWD,0,138.7709562,70.15650777,163.0136506,0,136.9863494
Talladega,64,30 - 70% Pine,CWD,1.181532392,94.68020995,70.62407462,143.957408,62.56581387,93.47677818
Talladega,65,>70% Pine,CWD,4.412929098,233.3837055,73.57580009,168.5758001,0,131.4241999
Talladega,66,< 30% Pine,CWD,0.154096171,53.78192875,21.12065016,77.78731683,0,222.2126832
Talladega,67,< 30% Pine,CWD,0,45.71775041,25.00527108,67.42951351,96.24296026,136.3275262
Talladega,68,< 30% Pine,CWD,0.346716385,23.18096217,14.57480023,67.90813356,167.9447659,64.14710055
Talladega,69,< 30% Pine,CWD,0,58.02857349,25.71455972,99.04789306,146.5218254,54.43028149
Talladega,70,>70% Pine,CWD,0.186456367,119.0421576,96.89743678,196.8974368,51.72633752,51.3762257
Talladega,72,>70% Pine,CWD,1.599133015,96.79854462,92.68742037,206.0207537,48.57869143,45.40055486
Talladega,74,30 - 70% Pine,CWD,0,44.187626,47.24595919,110.5792925,93.71265683,95.70805064
Talladega,75,< 30% Pine,CWD,0.971961599,16.77641932,20.86654245,63.29078487,77.08846406,159.6207511
Talladega,76,30 - 70% Pine,CWD,0,58.94969148,53.4756135,124.3089468,93.30097137,82.3900818
Talladega,77,30 - 70% Pine,CWD,1.156106523,73.56855084,45.51231094,108.8456443,77.55273379,113.6016219
Talladega,78,< 30% Pine,CWD,0.809004898,40.92685479,19.70018067,73.03351401,125.3215489,101.6449371
Talladega,79,30 - 70% Pine,CWD,0.556287178,109.4382176,62.26748705,141.0553658,46.50654258,112.4380916
Talladega,80,30 - 70% Pine,CWD,0,116.7927902,55.07749617,115.6835568,103.5271439,80.78929933
Talladega,81,30 - 70% Pine,CWD,0.65760541,75.05978811,43.82438853,102.1577219,118.2584796,79.58379853
Talladega,82,30 - 70% Pine,CWD,1.494732859,94.12902701,61.6495286,134.9828619,52.32777223,112.6893658
Talladega,83,30 - 70% Pine,CWD,0,47.81427447,50.71199425,163.2119942,136.7880058,0
Talladega,84,30 - 70% Pine,CWD,0,55.57445682,41.19208385,107.8587505,70.45405557,121.6871939
Talladega,85,>70% Pine,CWD,0,98.28504781,72.12415073,207.8384364,92.16156355,0
Talladega,86,30 - 70% Pine,CWD,0.81940639,69.3139596,48.48149782,145.4511948,106.2436707,48.30513452
Talladega,87,>70% Pine,CWD,0.226521371,118.8428188,74.30638585,210.0206716,89.97932844,0
Talladega,88,30 - 70% Pine,CWD,0.334003451,93.11694693,63.21980258,153.2198026,146.7801974,0
Talladega,89,>70% Pine,CWD,0,124.8813153,86.87843533,211.8784353,88.12156467,0
Talladega,91,30 - 70% Pine,CWD,3.095792076,66.77530567,35.83745899,99.17079231,144.6646002,56.16460747
Talladega,92,30 - 70% Pine,CWD,1.967808104,106.3541293,44.08880322,104.0888032,145.8540973,50.05709947
Talladega,93,30 - 70% Pine,CWD,1.938144591,114.3006318,61.05373338,186.0537334,113.9462666,0
Talladega,94,30 - 70% Pine,CWD,4.457231748,88.13364451,70.41633458,153.7496679,85.17320257,61.07712952
Talladega,95,>70% Pine,CWD,0,95.0421985,79.01304674,157.5844753,0,142.4155247
Talladega,96,>70% Pine,CWD,3.421320238,133.5813829,77.93962711,151.2729604,102.509125,46.21791457
Talladega,97,30 - 70% Pine,CWD,0.907241207,119.0822283,69.88897235,133.2223057,110.816571,55.96112329
Talladega,98,30 - 70% Pine,CWD,1.643435664,121.5329635,67.14452251,145.7159511,0,154.2840489
Talladega,99,30 - 70% Pine,CWD,0.934593277,141.2441783,43.67702271,104.7881338,0,195.2118662
Talladega,100,30 - 70% Pine,CWD,3.883223511,93.49161607,61.92623203,152.4024225,97.14730476,50.45027274
Talladega,101,30 - 70% Pine,CWD,0.260422529,83.58317285,54.99461019,148.3279435,60.86650373,90.80555275
Talladega,102,30 - 70% Pine,CWD,0,81.06210268,67.30171832,157.7779088,75.5416679,66.68042331
CR,103,>70% Pine,CWD,0,128.7566724,82.70215677,178.1567022,0,121.8432978
CR,104,30 - 70% Pine,CWD,0,73.28399842,56.90530268,123.5719694,86.81103861,89.61699204
CR,105,30 - 70% Pine,CWD,0,90.20615998,48.16739132,106.5007247,74.2937037,119.2055716
CR,106,>70% Pine,CWD,0,87.8091905,76.97353697,180.3068703,74.33093973,45.36218996
CR,107,>70% Pine,CWD,0,133.7064981,88.74064133,192.66221,59.61292623,47.72486382
