Site,Plot,group,functional,seedling,sapling,BA_m2ha,BA_ft2a,Pine_m2ha,Pine_ft2a,Pine_pctBAft2a,pine_iv,uo_iv,meso_iv
Tuskegee,12,bw3070,mesophyte,353.9823009,83.33333333,27.03436395,117.7582057,15.4499713,67.29808409,57.14937967,157.1493797,142.8506203,0
Tuskegee,17,above70,mesophyte,442.4778761,55.55555556,45.34098734,197.4994983,33.70376704,146.8092662,74.33399451,180.5839945,0,119.4160055
Kreher,19,bw3070,mesophyte,1592.920354,472.2222222,67.60785994,294.491126,27.78474167,121.0267544,41.09691046,107.7635771,61.64899863,130.5874242
Kreher,20,bw3070,mesophyte,0,0,58.52973351,254.9479771,40.48224118,176.335426,69.16525798,144.165258,0,155.834742
Kreher,21,bw3070,mesophyte,0,361.1111111,47.37855861,206.3748961,29.04406582,126.5122081,61.30213048,148.1442358,0,151.8557642
Kreher,22,bw3070,mesophyte,265.4867257,361.1111111,39.68346076,172.8560415,15.59032748,67.90945756,39.28671337,109.2867134,0,190.7132866
Kreher,23,bw3070,mesophyte,88.49557522,388.8888889,51.2384314,223.1880046,23.27478994,101.3819858,45.42447788,92.09114455,66.63701643,141.271839
MOT,24,bw3070,mesophyte,884.9557522,0,47.33236839,206.1736975,30.28984343,131.9386549,63.99393157,147.3272649,0,152.6727351
MOT,25,above70,mesophyte,442.4778761,27.77777778,42.44439429,184.8823121,33.15220138,144.4067172,78.10737305,174.2612192,0,125.7387808
MOT,26,bw3070,mesophyte,707.9646018,111.1111111,30.13563018,131.2669218,17.52837628,76.35134838,58.16495682,114.8316235,0,185.1683765
MOT,27,bw3070,mesophyte,88.49557522,27.77777778,30.93817568,134.7627066,9.820624633,42.77737542,31.74273989,71.32607322,42.22114901,186.4527778
MOT,28,bw3070,mesophyte,88.49557522,55.55555556,48.50121404,211.2650385,29.70776893,129.4032133,61.25159859,150.1404875,42.97647966,106.8830329
MOT,29,bw3070,mesophyte,176.9911504,27.77777778,29.1478968,126.9644825,10.76911573,46.90888041,36.94645896,103.6131256,97.48611292,98.90076145
MOT,30,bw3070,mesophyte,884.9557522,166.6666667,41.62546872,181.3151779,17.26617881,75.20924999,41.47984237,94.8131757,57.44898815,147.7378361
MOT,31,above70,mesophyte,265.4867257,83.33333333,41.1254498,179.1371599,31.27330713,136.222496,76.0436841,173.1025076,0,126.8974924
MOT,32,below30,mesophyte,353.9823009,0,25.50306087,111.0880468,4.20653239,18.32311304,16.49422558,56.72411064,102.2436602,141.0322292
MOT,33,bw3070,mesophyte,0,194.4444444,34.88619806,151.9597833,16.88978668,73.56973436,48.41395056,100.4972839,57.15946343,142.3432527
Tuskegee,34,bw3070,mesophyte,1061.946903,111.1111111,43.36295877,188.8834607,30.62016178,133.377479,70.61363581,153.9469692,0,146.0530308
Tuskegee,35,bw3070,mesophyte,619.4690265,0,36.30955574,158.159746,24.90546024,108.4849755,68.59202689,161.4491697,0,138.5508303
Tuskegee,36,bw3070,mesophyte,88.49557522,0,60.82954107,264.9656424,18.67614521,81.35088196,30.70242663,100.7024266,0,199.2975734
Tuskegee,37,bw3070,mesophyte,353.9823009,83.33333333,38.45759541,167.51633,23.81071303,103.7163977,61.91420128,151.9142013,0,148.0857987
Tuskegee,38,bw3070,mesophyte,88.49557522,27.77777778,40.150836,174.8918678,14.58559299,63.53296359,36.32699701,98.82699702,0,201.173003
Tuskegee,39,bw3070,mesophyte,0,0,35.86174343,156.2091332,24.53601605,106.8757242,68.41835812,157.307247,0,142.692753
Tuskegee,40,bw3070,mesophyte,2123.893805,0,48.89930393,212.9990668,34.78578283,151.5223875,71.13758281,146.1375828,0,153.8624172
Tuskegee,41,above70,mesophyte,619.4690265,194.4444444,36.53732403,159.1518753,33.74941386,147.0080978,92.36969251,202.6261028,42.13090687,55.24299036
Tuskegee,42,above70,mesophyte,619.4690265,83.33333333,37.92889197,165.2133659,28.81059169,125.4952249,75.9594868,181.5150423,0,118.4849577
Tuskegee,43,bw3070,mesophyte,442.4778761,472.2222222,15.74877161,68.59961975,7.508745515,32.70712789,47.67829327,126.2497218,0,173.7502782
Tuskegee,44,bw3070,mesophyte,530.9734513,55.55555556,33.58002381,146.2702566,14.41868713,62.80594315,42.93828739,130.4382874,0,169.5617126
Tuskegee,45,bw3070,mesophyte,265.4867257,333.3333333,28.74965164,125.2297779,12.47256475,54.32888483,43.38335957,118.3833596,63.92141164,117.6952288
Tuskegee,47,bw3070,mesophyte,353.9823009,0,30.89897221,134.5919413,11.83657577,51.5585988,38.30734463,87.43015165,75.57918521,136.9906631
Tuskegee,48,bw3070,mesophyte,265.4867257,0,29.22145182,127.2848787,10.77035782,46.91429079,36.85770948,120.1910428,0,179.8089572
Tuskegee,49,above70,mesophyte,176.9911504,388.8888889,50.37215115,219.4145995,36.91554048,160.7993374,73.28561444,166.1427573,0,133.8572427
Tuskegee,50,bw3070,mesophyte,0,55.55555556,60.3770321,262.9945717,37.90067323,165.0904487,62.77332939,136.5828532,0,163.4171468
Tuskegee,51,above70,mesophyte,353.9823009,55.55555556,54.66007926,238.0922618,44.60124503,194.277276,81.59747594,167.9611123,0,132.0388877
MOT,52,bw3070,mesophyte,176.9911504,0,26.66546317,116.1513215,9.34816459,40.71940035,35.05719938,96.96196128,91.27678213,111.7612566
MOT,53,bw3070,mesophyte,88.49557522,27.77777778,31.79851719,138.5102433,16.75699948,72.99133043,52.69742415,116.7999883,68.93703356,114.2629782
MOT,54,bw3070,mesophyte,530.9734513,55.55555556,38.75845293,168.8268266,25.435988,110.795886,65.62694347,167.8008565,0,132.1991435
MOT,55,bw3070,mesophyte,176.9911504,55.55555556,51.18172223,222.9409868,22.86202786,99.58404735,44.66834421,104.0886341,54.72493338,141.1864326
MOT,56,bw3070,mesophyte,353.9823009,138.8888889,28.45512101,123.9468404,13.58629265,59.18014005,47.74638857,113.131004,0,186.868996
MOT,57,bw3070,mesophyte,619.4690265,27.77777778,38.90657218,169.4720149,19.38964838,84.4588098,49.83643454,94.93447376,75.0303331,130.0351931
MOT,58,below30,mesophyte,353.9823009,27.77777778,33.85836845,147.48269,9.703829343,42.26863019,28.66006186,71.9933952,97.4194786,130.5871262
MOT,59,bw3070,mesophyte,0,0,46.87547329,204.1835213,29.84307913,129.9926071,63.66459267,127.950307,0,172.049693
MOT,60,bw3070,mesophyte,265.4867257,111.1111111,51.73565562,225.3538492,37.06218475,161.4381009,71.63760525,174.2691842,0,125.7308158
Talladega,61,bw3070,mesophyte,0,333.3333333,22.67703405,98.77823818,12.23175452,53.2799465,53.93895202,127.4683638,0,172.5316362
Talladega,62,bw3070,mesophyte,442.4778761,138.8888889,43.82435645,190.8932495,30.20394514,131.5644929,68.92045334,166.2888744,0,133.7111256
Talladega,63,bw3070,mesophyte,88.49557522,111.1111111,45.41042795,197.8019726,31.85837041,138.7709562,70.15650777,163.0136506,0,136.9863494
Talladega,64,bw3070,mesophyte,265.4867257,138.8888889,30.77736382,134.0622308,21.73622839,94.68020995,70.62407462,143.957408,62.56581387,93.47677818
Talladega,65,above70,mesophyte,0,83.33333333,72.82164981,317.2017228,53.57911149,233.3837055,73.57580009,168.5758001,0,131.4241999
Talladega,66,below30,mesophyte,0,83.33333333,58.45936134,254.641445,12.34699719,53.78192875,21.12065016,77.78731683,0,222.2126832
Talladega,67,below30,mesophyte,1238.938053,194.4444444,41.97379738,182.8324527,10.49566182,45.71775041,25.00527108,67.42951351,96.24296026,136.3275262
Talladega,68,below30,mesophyte,0,0,36.51353024,159.0482326,5.321774088,23.18096217,14.57480023,67.90813356,167.9447659,64.14710055
Talladega,69,below30,mesophyte,353.9823009,83.33333333,51.80692054,225.6642701,13.32192152,58.02857349,25.71455972,99.04789306,146.5218254,54.43028149
Talladega,70,above70,mesophyte,1150.442478,250,28.20417999,122.8537736,27.32912747,119.0421576,96.89743678,196.8974368,51.72633752,51.3762257
Talladega,72,above70,mesophyte,619.4690265,83.33333333,23.97579457,104.4354716,22.2225455,96.79854462,92.68742037,206.0207537,48.57869143,45.40055486
Talladega,74,bw3070,mesophyte,265.4867257,472.2222222,21.4714303,93.52678357,10.1443832,44.187626,47.24595919,110.5792925,93.71265683,95.70805064
Talladega,75,below30,mesophyte,796.460177,416.6666667,18.45753735,80.39865426,3.851449866,16.77641932,20.86654245,63.29078487,77.08846406,159.6207511
Talladega,76,bw3070,mesophyte,0,0,25.30758693,110.2365875,13.53338737,58.94969148,53.4756135,124.3089468,93.30097137,82.3900818
Talladega,77,bw3070,mesophyte,619.4690265,388.8888889,37.10977233,161.6453863,16.88951497,73.56855084,45.51231094,108.8456443,77.55273379,113.6016219
Talladega,78,below30,mesophyte,707.9646018,166.6666667,47.69393307,207.7486266,9.395790984,40.92685479,19.70018067,73.03351401,125.3215489,101.6449371
Talladega,79,bw3070,mesophyte,353.9823009,138.8888889,40.34898819,175.7549932,25.124301,109.4382176,62.26748705,141.0553658,46.50654258,112.4380916
Talladega,80,bw3070,mesophyte,973.4513274,361.1111111,48.68182171,212.0517423,26.81272849,116.7927902,55.07749617,115.6835568,103.5271439,80.78929933
Talladega,81,bw3070,mesophyte,353.9823009,416.6666667,39.32026584,171.2740112,17.23186607,75.05978811,43.82438853,102.1577219,118.2584796,79.58379853
Talladega,82,bw3070,mesophyte,6017.699115,305.5555556,35.05248288,152.6840986,21.60969046,94.12902701,61.6495286,134.9828619,52.32777223,112.6893658
Talladega,83,bw3070,mesophyte,176.9911504,27.77777778,21.64571107,94.28592817,10.97697175,47.81427447,50.71199425,163.2119942,136.7880058,0
Talladega,84,bw3070,mesophyte,0,0,30.97322591,134.9153809,12.75851719,55.57445682,41.19208385,107.8587505,70.45405557,121.6871939
Talladega,85,above70,mesophyte,88.49557522,0,31.28468002,136.2720348,22.56380977,98.28504781,72.12415073,207.8384364,92.16156355,0
Talladega,86,bw3070,mesophyte,176.9911504,0,32.82234882,142.969922,15.91276633,69.3139596,48.48149782,145.4511948,106.2436707,48.30513452
Talladega,87,above70,mesophyte,265.4867257,0,36.71738828,159.936212,27.28336421,118.8428188,74.30638585,210.0206716,89.97932844,0
Talladega,88,bw3070,mesophyte,0,0,33.81431307,147.2907904,21.37734197,93.11694693,63.21980258,153.2198026,146.7801974,0
Talladega,89,above70,mesophyte,796.460177,0,32.99973482,143.7425925,28.66965327,124.8813153,86.87843533,211.8784353,88.12156467,0
Talladega,91,bw3070,mesophyte,88.49557522,83.33333333,42.77634288,186.3282374,15.32995433,66.77530567,35.83745899,99.17079231,144.6646002,56.16460747
Talladega,92,bw3070,mesophyte,176.9911504,27.77777778,55.37975406,241.2270725,24.41627079,106.3541293,44.08880322,104.0888032,145.8540973,50.05709947
Talladega,93,bw3070,mesophyte,353.9823009,138.8888889,42.97950225,187.2131735,26.24059071,114.3006318,61.05373338,186.0537334,113.9462666,0
Talladega,94,bw3070,mesophyte,0,83.33333333,28.73381499,125.1607955,20.2332993,88.13364451,70.41633458,153.7496679,85.17320257,61.07712952
Talladega,95,above70,mesophyte,265.4867257,222.2222222,27.61484702,120.2867152,21.81933199,95.0421985,79.01304674,157.5844753,0,142.4155247
Talladega,96,above70,mesophyte,353.9823009,166.6666667,39.34708722,171.3908417,30.66697306,133.5813829,77.93962711,151.2729604,102.509125,46.21791457
Talladega,97,bw3070,mesophyte,176.9911504,333.3333333,39.11679594,170.3877226,27.3383267,119.0822283,69.88897235,133.2223057,110.816571,55.96112329
Talladega,98,bw3070,mesophyte,0,83.33333333,41.55358275,181.0020519,27.90095473,121.5329635,67.14452251,145.7159511,0,154.2840489
Talladega,99,bw3070,mesophyte,1150.442478,27.77777778,74.24077663,323.3832564,32.42616087,141.2441783,43.67702271,104.7881338,0,195.2118662
Talladega,100,bw3070,mesophyte,619.4690265,166.6666667,34.65955542,150.9725572,21.46335671,93.49161607,61.92623203,152.4024225,97.14730476,50.45027274
Talladega,101,bw3070,mesophyte,1061.946903,138.8888889,34.89182628,151.9842991,19.18862385,83.58317285,54.99461019,148.3279435,60.86650373,90.80555275
Talladega,102,bw3070,mesophyte,442.4778761,166.6666667,27.65137224,120.4458143,18.60984865,81.06210268,67.30171832,157.7779088,75.5416679,66.68042331
CR,103,above70,mesophyte,88.49557522,222.2222222,35.74192054,155.6872002,29.55933916,128.7566724,82.70215677,178.1567022,0,121.8432978
CR,104,bw3070,mesophyte,265.4867257,83.33333333,29.56523909,128.7823717,16.82418879,73.28399842,56.90530268,123.5719694,86.81103861,89.61699204
CR,105,bw3070,mesophyte,265.4867257,55.55555556,42.99401918,187.2764074,20.70909746,90.20615998,48.16739132,106.5007247,74.2937037,119.2055716
CR,106,above70,mesophyte,0,194.4444444,26.18927686,114.0771153,20.15881271,87.8091905,76.97353697,180.3068703,74.33093973,45.36218996
CR,107,above70,mesophyte,353.9823009,0,34.59034771,150.6710973,30.69569639,133.7064981,88.74064133,192.66221,59.61292623,47.72486382
